0,0; 0,0; 136,0; 39,13; 57525,1; 39,12
0,0; 0,0; 133,0; 40,04; 58859,2; 40,07
0,0; 0,0; 130,1; 40,95; 60198,3; 40,99
0,0; 0,0; 127,0; 41,83; 61496,4; 41,89
0,0; 0,0; 124,0; 42,78; 62895,1; 42,79
0,0; 0,0; 121,0; 43,82; 64418,6; 43,87
0,0; 0,0; 118,0; 44,65; 65644,3; 44,60
0,0; 0,0; 115,0; 45,71; 67198,5; 45,65
0,0; 0,0; 112,0; 46,74; 68716,8; 46,70
0,0; 0,0; 109,0; 47,78; 70245,2; 47,82
0,0; 0,0; 106,0; 48,79; 71736,1; 48,77
0,0; 0,0; 103,0; 49,88; 73336,5; 49,90
0,0; 0,0; 100,0; 50,96; 74916,7; 50,97
0,0; 0,0; 97,0; 52,17; 76705,4; 52,21
0,0; 0,0; 94,0; 53,30; 78366,5; 53,27
0,0; 0,0; 91,1; 54,67; 80377,5; 54,64
0,0; 0,0; 88,0; 55,83; 82076,3; 55,87
0,0; 0,0; 85,0; 57,25; 84171,4; 57,21
0,0; 0,0; 82,0; 58,36; 85793,3; 58,39
0,0; 0,0; 79,0; 59,79; 87904,3; 59,87
0,0; 0,0; 76,0; 61,20; 89972,5; 61,19
0,0; 0,0; 73,0; 62,68; 92145,4; 62,76
0,0; 0,0; 70,0; 64,05; 94159,8; 63,99
0,0; 0,0; 67,0; 65,56; 96379,1; 65,63
0,0; 0,0; 63,9; 67,08; 98612,2; 67,00
0,0; 0,0; 61,0; 68,78; 101118,8; 68,72
0,0; 0,0; 58,0; 70,38; 103470,2; 70,31
0,0; 0,0; 54,9; 71,98; 105816,8; 72,03
0,0; 0,0; 51,9; 73,74; 108413,5; 73,69
0,0; 0,0; 48,9; 75,40; 110850,7; 75,38
0,0; 0,0; 45,9; 77,20; 113499,3; 77,29
0,0; 0,0; 42,9; 79,12; 116323,1; 79,11
0,0; 0,0; 39,9; 81,14; 119292,9; 81,08
0,0; 0,0; 36,9; 82,98; 121990,2; 82,93
0,0; 0,0; 33,9; 84,86; 124761,4; 84,94
0,0; 0,0; 30,9; 87,10; 128056,0; 87,07
0,0; 0,0; 27,9; 89,17; 131092,8; 89,10
0,0; 0,0; 24,9; 91,38; 134340,3; 91,46
0,0; 0,0; 21,9; 93,37; 137262,1; 93,38
0,0; 0,0; 20,0; 94,74; 139286,4; 94,74
0,0; 0,0; 20,0; 94,88; 139491,9; 94,83
0,0; 0,0; 19,8; 94,79; 139361,4; 94,84
0,0; 0,0; 19,8; 95,04; 139721,0; 94,94
0,0; 0,0; 19,7; 95,10; 139805,9; 95,04
0,0; 0,0; 19,6; 95,20; 139962,8; 95,15
0,0; 0,0; 19,5; 95,38; 140224,5; 95,32
0,0; 0,0; 19,4; 95,32; 140131,7; 95,26
0,0; 0,0; 19,2; 95,26; 140051,8; 95,30
0,0; 0,0; 19,2; 95,50; 140403,1; 95,39
0,0; 0,0; 19,1; 95,56; 140486,6; 95,63
0,0; 0,0; 19,0; 95,62; 140576,1; 95,50
0,0; 0,0; 18,8; 95,65; 140616,2; 95,63
0,0; 0,0; 18,8; 95,75; 140766,0; 95,67
0,0; 0,0; 18,7; 95,75; 140765,8; 95,74
0,0; 0,0; 18,6; 95,95; 141061,2; 95,88
0,0; 0,0; 18,4; 96,09; 141260,5; 96,07
0,0; 0,0; 18,4; 96,10; 141281,5; 96,06
0,0; 0,0; 18,2; 96,12; 141314,3; 96,17
0,0; 0,0; 18,2; 96,02; 141168,4; 96,08
0,0; 0,0; 18,1; 96,20; 141426,5; 96,22
0,0; 0,0; 18,0; 96,25; 141497,5; 96,28
0,0; 0,0; 17,9; 96,45; 141798,6; 96,50
0,0; 0,0; 17,7; 96,42; 141756,7; 96,52
0,0; 0,0; 17,7; 96,65; 142093,6; 96,65
0,0; 0,0; 17,5; 96,59; 142004,5; 96,64
0,0; 0,0; 17,5; 96,65; 142090,9; 96,64
0,0; 0,0; 17,4; 96,83; 142352,0; 96,91
0,0; 0,0; 17,3; 96,94; 142519,5; 96,94
0,0; 0,0; 17,2; 96,94; 142522,2; 96,97
0,0; 0,0; 17,1; 96,98; 142576,4; 96,98
0,0; 0,0; 17,0; 97,15; 142827,4; 97,04
0,0; 0,0; 16,8; 97,04; 142659,3; 97,00
0,0; 0,0; 16,8; 97,24; 142954,7; 97,19
0,0; 0,0; 16,7; 97,30; 143050,9; 97,25
0,0; 0,0; 16,5; 97,48; 143316,6; 97,38
0,0; 0,0; 16,4; 97,45; 143272,3; 97,38
0,0; 0,0; 16,4; 97,60; 143482,5; 97,51
0,0; 0,0; 16,2; 97,59; 143469,0; 97,50
0,0; 0,0; 16,1; 97,71; 143650,6; 97,74
0,0; 0,0; 16,0; 97,70; 143640,3; 97,81
0,0; 0,0; 16,0; 97,61; 143497,2; 97,70
0,0; 0,0; 15,9; 97,86; 143866,7; 97,87
0,0; 0,0; 15,7; 97,95; 143998,5; 97,86
0,0; 0,0; 15,7; 98,17; 144319,7; 98,17
0,0; 0,0; 15,5; 98,04; 144127,7; 98,09
0,0; 0,0; 15,5; 98,20; 144368,3; 98,18
0,0; 0,0; 15,3; 98,14; 144277,0; 98,19
0,0; 0,0; 15,2; 98,46; 144746,6; 98,45
0,0; 0,0; 15,1; 98,42; 144689,8; 98,53
0,0; 0,0; 15,1; 98,39; 144645,0; 98,46
0,0; 0,0; 15,0; 98,46; 144755,5; 98,43
0,0; 0,0; 14,9; 98,45; 144736,1; 98,51
0,0; 0,0; 14,7; 98,60; 144962,8; 98,63
0,0; 0,0; 14,6; 98,71; 145125,7; 98,71
0,0; 0,0; 14,6; 98,83; 145294,0; 98,76
0,0; 0,0; 14,4; 99,07; 145644,9; 99,10
0,0; 0,0; 14,3; 98,86; 145346,7; 98,92
0,0; 0,0; 14,2; 99,19; 145832,0; 99,19
0,0; 0,0; 14,1; 99,12; 145726,1; 99,05
0,0; 0,0; 14,0; 98,98; 145512,7; 99,01
0,0; 0,0; 13,9; 99,29; 145967,1; 99,33
0,0; 0,0; 13,9; 99,26; 145931,0; 99,31
0,0; 0,0; 13,7; 99,39; 146125,0; 99,35
0,0; 0,0; 13,7; 99,31; 145995,8; 99,35
0,0; 0,0; 13,5; 99,43; 146175,5; 99,55
0,0; 0,0; 13,4; 99,62; 146456,5; 99,71
0,0; 0,0; 13,3; 99,54; 146343,2; 99,64
0,0; 0,0; 13,3; 99,54; 146343,2; 99,62
0,0; 0,0; 13,1; 99,82; 146747,8; 99,86
0,0; 0,0; 13,1; 99,80; 146724,5; 99,80
0,0; 0,0; 12,9; 99,76; 146669,8; 99,78
0,0; 0,0; 12,8; 99,96; 146961,7; 99,83
0,0; 0,0; 12,7; 100,02; 147047,6; 99,98
0,0; 0,0; 12,6; 100,16; 147243,9; 100,19
0,0; 0,0; 12,5; 100,04; 147071,1; 100,05
0,0; 0,0; 12,5; 100,12; 147187,0; 100,08
0,0; 0,0; 12,4; 100,25; 147389,7; 100,35
0,0; 0,0; 12,3; 100,26; 147395,1; 100,33
0,0; 0,0; 12,1; 100,30; 147461,8; 100,28
0,0; 0,0; 12,0; 100,47; 147710,5; 100,56
0,0; 0,0; 11,9; 100,37; 147563,1; 100,43
0,0; 0,0; 11,9; 100,54; 147802,6; 100,44
0,0; 0,0; 11,7; 100,56; 147843,3; 100,50
0,0; 0,0; 11,6; 100,73; 148082,8; 100,69
0,0; 0,0; 11,5; 100,68; 148009,6; 100,76
0,0; 0,0; 11,4; 100,60; 147904,6; 100,65
0,0; 0,0; 11,3; 100,73; 148084,9; 100,72
0,0; 0,0; 11,2; 100,95; 148417,7; 100,94
0,0; 0,0; 11,1; 100,95; 148409,8; 100,86
0,0; 0,0; 11,1; 100,98; 148459,4; 100,95
0,0; 0,0; 10,9; 101,00; 148488,3; 101,03
0,0; 0,0; 10,8; 100,84; 148251,0; 100,96
0,0; 0,0; 10,7; 100,97; 148444,5; 100,95
0,0; 0,0; 10,6; 101,03; 148528,5; 101,00
0,0; 0,0; 10,5; 101,16; 148717,4; 101,12
0,0; 0,0; 10,4; 101,28; 148903,1; 101,45
0,0; 0,0; 10,3; 101,27; 148888,0; 101,16
0,0; 0,0; 10,2; 101,31; 148946,2; 101,38
0,0; 0,0; 10,1; 101,20; 148782,6; 101,27
0,0; 0,0; 10,0; 101,32; 148955,3; 101,35
0,0; 0,0; 9,9; 101,47; 149177,1; 101,55
0,0; 0,0; 9,8; 101,38; 149044,9; 101,35
0,0; 0,0; 9,7; 101,52; 149243,3; 101,61
0,0; 0,0; 9,6; 101,46; 149166,7; 101,47
0,0; 0,0; 9,6; 101,43; 149120,3; 101,51
0,0; 0,0; 9,4; 101,50; 149223,5; 101,54
0,0; 0,0; 9,3; 101,50; 149223,5; 101,35
0,0; 0,0; 9,2; 101,62; 149397,0; 101,75
0,0; 0,0; 9,1; 101,57; 149321,3; 101,63
0,0; 0,0; 9,0; 101,63; 149410,3; 101,73
0,0; 0,0; 8,9; 101,73; 149553,6; 101,85
0,0; 0,0; 8,8; 101,62; 149398,6; 101,70
0,0; 0,0; 8,7; 101,66; 149454,4; 101,64
0,0; 0,0; 8,7; 101,54; 149281,6; 101,44
0,0; 0,0; 8,5; 101,56; 149308,3; 101,59
0,0; 0,0; 8,4; 101,56; 149311,6; 101,65
0,0; 0,0; 8,3; 101,50; 149214,6; 101,54
0,0; 0,0; 8,2; 101,72; 149538,5; 101,86
0,0; 0,0; 8,1; 101,50; 149214,7; 101,50
0,0; 0,0; 8,0; 101,62; 149400,1; 101,60
0,0; 0,0; 7,9; 101,34; 148989,5; 101,32
0,0; 0,0; 7,8; 101,55; 149289,6; 101,49
0,0; 0,0; 7,7; 101,51; 149239,2; 101,60
0,0; 0,0; 7,6; 101,47; 149178,9; 101,52
0,0; 0,0; 7,5; 101,42; 149105,0; 101,46
0,0; 0,0; 7,4; 101,45; 149145,6; 101,41
0,0; 0,0; 7,3; 101,23; 148827,1; 101,24
0,0; 0,0; 7,2; 101,28; 148892,5; 101,39
0,0; 0,0; 7,1; 101,19; 148766,2; 101,22
0,0; 0,0; 7,0; 101,16; 148722,0; 101,21
0,0; 0,0; 6,9; 101,20; 148772,8; 101,30
0,0; 0,0; 6,8; 100,97; 148446,7; 100,93
0,0; 0,0; 6,7; 100,86; 148279,6; 100,98
0,0; 0,0; 6,6; 100,92; 148365,5; 101,02
0,0; 0,0; 6,5; 100,70; 148039,5; 100,72
0,0; 0,0; 6,4; 100,70; 148039,9; 100,81
0,0; 0,0; 6,3; 100,58; 147865,7; 100,62
0,0; 0,0; 6,2; 100,36; 147538,2; 100,34
0,0; 0,0; 6,1; 100,29; 147443,8; 100,40
0,0; 0,0; 6,0; 100,11; 147176,8; 100,05
0,0; 0,0; 5,9; 100,00; 147011,7; 99,99
0,0; 0,0; 5,8; 99,85; 146802,5; 99,97
0,0; 0,0; 5,7; 99,75; 146644,0; 99,75
0,0; 0,0; 5,6; 99,50; 146284,3; 99,62
0,0; 0,0; 5,5; 99,33; 146035,4; 99,45
0,0; 0,0; 5,4; 99,00; 145547,8; 99,03
0,0; 0,0; 5,3; 98,88; 145369,8; 98,85
0,0; 0,0; 5,2; 98,55; 144888,9; 98,56
0,0; 0,0; 5,1; 98,31; 144536,9; 98,43
0,0; 0,0; 5,0; 98,20; 144371,8; 98,24
0,0; 0,0; 4,9; 97,89; 143912,1; 97,87
0,0; 0,0; 4,8; 97,60; 143484,7; 97,52
0,0; 0,0; 4,7; 97,30; 143052,2; 97,27
0,0; 0,0; 4,6; 97,00; 142600,0; 97,06
0,0; 0,0; 4,5; 96,50; 141875,6; 96,56
0,0; 0,0; 4,4; 96,33; 141625,0; 96,43
0,0; 0,0; 4,3; 96,10; 141282,3; 96,13
0,0; 0,0; 4,2; 95,49; 140384,6; 95,59
0,0; 0,0; 4,1; 95,10; 139816,5; 95,07
0,0; 0,0; 4,0; 94,57; 139036,0; 94,59
0,0; 0,0; 3,9; 94,19; 138468,3; 94,31
0,0; 0,0; 3,8; 93,79; 137892,7; 93,93
0,0; 0,0; 3,7; 93,20; 137020,3; 93,22
0,0; 0,0; 3,6; 92,61; 136147,0; 92,69
0,0; 0,0; 3,5; 92,07; 135352,9; 92,16
0,0; 0,0; 3,4; 91,47; 134469,9; 91,45
0,0; 0,0; 3,3; 90,81; 133500,7; 90,84
0,0; 0,0; 3,2; 90,28; 132730,1; 90,29
0,0; 0,0; 3,1; 89,63; 131766,6; 89,66
0,0; 0,0; 3,0; 88,75; 130479,8; 88,84
0,0; 0,0; 2,9; 87,95; 129293,2; 87,92
0,0; 0,0; 2,8; 87,21; 128212,5; 87,20
0,0; 0,0; 2,7; 86,50; 127170,2; 86,61
0,0; 0,0; 2,6; 85,13; 125149,1; 85,12
0,0; 0,0; 2,5; 84,32; 123965,2; 84,32
0,0; 0,0; 2,4; 83,22; 122341,7; 83,27
0,0; 0,0; 2,3; 82,26; 120941,9; 82,24
0,0; 0,0; 2,2; 80,90; 118930,3; 81,00
0,0; 0,0; 2,1; 79,71; 117191,5; 79,81
0,0; 0,0; 2,0; 78,45; 115332,0; 78,39
0,0; 0,0; 1,9; 77,07; 113309,9; 77,14
0,0; 0,0; 1,8; 75,25; 110630,4; 75,36
0,0; 0,0; 1,7; 73,64; 108258,1; 73,66
0,0; 0,0; 1,6; 72,03; 105891,8; 72,03
0,0; 0,0; 1,5; 70,23; 103251,8; 70,24
0,0; 0,0; 1,4; 67,87; 99786,4; 67,87
0,0; 0,0; 1,3; 66,20; 97325,3; 66,21
0,0; 0,0; 1,2; 65,04; 95616,5; 65,09
0,0; 0,0; 1,1; 64,59; 94961,1; 64,61
0,0; 0,0; 1,0; 64,55; 94896,1; 64,54
0,0; 0,0; 0,9; 65,00; 95555,1; 65,05
0,0; 0,0; 0,8; 65,01; 95573,9; 65,03
0,0; 0,0; 0,7; 65,25; 95929,5; 65,28
0,0; 0,0; 0,6; 65,39; 96137,1; 65,37
0,0; 0,0; 0,5; 65,40; 96148,1; 65,41
0,0; 0,0; 0,4; 65,43; 96190,0; 65,39
0,0; 0,0; 0,3; 65,40; 96153,0; 65,42
0,0; 0,0; 0,2; 65,54; 96357,7; 65,60
0,0; 0,0; 0,1; 65,50; 96297,4; 65,52
0,0; 0,0; 0,0; 65,71; 96598,5; 65,70
0,0; 0,0; -0,1; 65,55; 96363,0; 65,53
0,0; 0,0; -0,2; 65,48; 96272,5; 65,49
0,0; 0,0; -0,3; 65,58; 96405,9; 65,51
0,0; 0,0; -0,5; 65,48; 96263,9; 65,59


Measurement time:; 14/05/2024 21:13:05
Radiation device:; Novalis TB Accelerator
Energy:; 6 MV (FFF)
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; PTW60019 Diamant
Reference detector:; Stealth CI transmission
SAD:; 1000 mm
SSD:; 900 mm
Field size:; 5 x 5 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Point
Scan mode:; Absolute
Wedge:; none
Position Inline:; 0,0396423339843182 mm
Position Crossline:; -0,0601806640624432 mm
Position Depth:; 100,045088964844 mm
Dose:; 1,0996 Gy



Measurement time:; 14/05/2024 21:13:53
Radiation device:; Novalis TB Accelerator
Energy:; 6 MV (FFF)
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; PTW60019 Diamant
Reference detector:; Stealth CI transmission
SAD:; 1000 mm
SSD:; 900 mm
Field size:; 5 x 5 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Point
Scan mode:; Absolute
Wedge:; none
Position Inline:; 0,0396423339843182 mm
Position Crossline:; -0,0500183105468182 mm
Position Depth:; 100,015792089844 mm
Dose:; 1,0986 Gy



Measurement time:; 14/05/2024 21:14:30
Radiation device:; Novalis TB Accelerator
Energy:; 6 MV (FFF)
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; PTW60019 Diamant
Reference detector:; Stealth CI transmission
SAD:; 1000 mm
SSD:; 900 mm
Field size:; 5 x 5 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Point
Scan mode:; Absolute
Wedge:; none
Position Inline:; 0,0396423339843182 mm
Position Crossline:; -0,0500183105468182 mm
Position Depth:; 100,025984960938 mm
Dose:; 1,0991 Gy



