Measurement time:; 02/08/2022 19:51:44;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 6 MV ;;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 900 mm;;;;;
Field size:; 100 x 100 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;Dose relative (%)
0;0;80,2;107,16;155568,5;74,9;75,05778525
0;0;79;107,61;156229,8;75,13;75,37297752
0;0;77,8;108,32;157261,9;75,67;75,87028087
0;0;76,6;108,91;158118,2;75,98;76,28353296
0;0;75,4;109,51;158986,9;76,71;76,70378931
0;0;74,2;110,28;160100,6;77,04;77,2431183
0;0;72,9;110,99;161137,9;77,59;77,74042166
0;0;71,7;111,39;161721,3;77,81;78,02059256
0;0;70,5;112,38;163151,7;78,54;78,71401555
0;0;69,3;112,77;163724,3;78,72;78,98718218
0;0;68,1;113,57;164875,9;79,4;79,54752399
0;0;66,9;114,51;166239,7;80;80,20592561
0;0;65,7;114,76;166610,4;80,25;80,38103243
0;0;64,5;115,68;167948,8;80,86;81,02542551
0;0;63,3;116,27;168801,8;81,17;81,43867759
0;0;62,1;116,99;169848,5;81,8;81,94298522
0;0;60,9;117,64;170780,8;82,21;82,39826294
0;0;59,7;118,3;171747,9;82,67;82,86054493
0;0;58,5;119,23;173098,9;83,27;83,51194228
0;0;57,3;119,85;173998,7;83,69;83,94620719
0;0;56,1;120,4;174801,8;84,07;84,33144218
0;0;54,8;121,15;175877,5;84,68;84,85676263
0;0;53,6;121,74;176738,1;85,08;85,27001471
0;0;52,4;122,38;177668,2;85,36;85,71828816
0;0;51,2;123,07;178669,9;86,06;86,20158297
0;0;50;123,83;179772,5;86,59;86,73390768
0;0;48,8;124,77;181142,5;87,07;87,39230931
0;0;47,6;125,11;181625,9;87,54;87,63045458
0;0;46,4;125,85;182710,8;87,98;88,14877075
0;0;45,2;126,6;183794,3;88,45;88,6740912
0;0;44;127,27;184774,3;88,83;89,14337746
0;0;42,7;127,98;185798,8;89,39;89,64068082
0;0;41,5;128,97;187232;90,09;90,3341038
0;0;40,3;129,61;188169,9;90,46;90,78237725
0;0;39,1;130,18;188996,4;90,91;91,18162079
0;0;37,9;130,93;190085,1;91,53;91,70694123
0;0;36,7;131,61;191070,2;92,08;92,18323177
0;0;35,5;132,16;191861,3;92,31;92,56846676
0;0;34,3;132,93;192989,1;92,88;93,10779576
0;0;33,1;133,9;194400,5;93,62;93,7872102
0;0;31,9;134,64;195470,3;93,96;94,30552637
0;0;30,7;135,11;196153,1;94,32;94,63472718
0;0;29,5;135,95;197367,6;95,02;95,22308608
0;0;28,3;136,38;197990,6;95,26;95,5242698
0;0;27,1;136,93;198794,2;95,69;95,9095048
0;0;25,9;137,93;200239,7;96,39;96,60993206
0;0;24,6;138,64;201278,1;96,89;97,10723541
0;0;23,4;139,19;202068,9;97,3;97,49247041
0;0;22,2;139,89;203095,9;97,57;97,98276949
0;0;21;140,6;204115,4;98,15;98,48007284
0;0;19,8;141,25;205059,8;98,77;98,93535056
0;0;18,6;141,54;205487,5;98,92;99,13847447
0;0;17,4;142,05;206220,1;99,24;99,49569237
0;0;16,2;142,52;206907,2;99,62;99,82489318
0;0;15;142,76;207256,8;99,86;99,99299573
0;0;13,8;142,74;207235,1;99,75;99,97898718
0;0;12,6;142,77;207276,4;100;100
0;0;11,4;141,89;206001;99,13;99,38362401
0;0;10,2;140,74;204326,8;98,35;98,57813266
0;0;8,9;138,45;200998,3;96,91;96,97415423
0;0;7,8;135,66;196953,6;94,73;95,01996218
0;0;6,5;131,62;191089,5;92,03;92,19023604
0;0;5,4;125,44;182116,9;87,62;87,86159557
0;0;4,1;116,45;169055,6;81,43;81,5647545
0;0;2,9;103,87;150801;72,71;72,75337956
0;0;1,7;88,71;128789,8;62,02;62,13490229
0;0;0,5;78,47;113915,8;54,8;54,96252714
0;0;-0,5;72,97;105942,3;51,03;51,11017721
;;;;;;
;;;;;;
Measurement time:; 02/08/2022 19:59:54;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 6 MV ;;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 1000 mm;;;;;
Field size:; 100 x 100 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;
0;0;306,6;35,9;52112,8;20,92;20,89031132
0;0;305,3;36,3;52694;21,17;21,12307245
0;0;304,1;36,46;52937,8;21,27;21,2161769
0;0;302,9;36,69;53262,2;21,34;21,35001455
0;0;301,7;37,04;53780,3;21,59;21,55368054
0;0;300,5;37,17;53956,3;21,64;21,6293279
0;0;299,3;37,49;54424,6;21,86;21,81553681
0;0;298,1;37,75;54811,3;22;21,96683154
0;0;296,9;38,05;55242;22,13;22,14140239
0;0;295,7;38,27;55552,8;22,32;22,26942101
0;0;294,5;38,52;55922,7;22,47;22,41489671
0;0;293,3;38,72;56211,9;22,52;22,53127728
0;0;292,1;39,09;56745,1;22,75;22,74658132
0;0;290,9;39,2;56910,8;22,81;22,81059063
0;0;289,7;39,64;57551,2;23,1;23,06662787
0;0;288,5;39,77;57732,3;23,12;23,14227524
0;0;287,3;40,01;58090,4;23,26;23,28193192
0;0;286,1;40,42;58685;23,59;23,52051207
0;0;284,9;40,6;58936;23,62;23,62525458
0;0;283,7;40,89;59368,1;23,77;23,7940064
0;0;282,4;41,18;59790,2;23,98;23,96275822
0;0;281,3;41,42;60126,6;24,11;24,1024149
0;0;280;41,64;60447,9;24,21;24,23043352
0;0;278,9;41,94;60885;24,41;24,40500436
0;0;277,6;42,26;61345,6;24,54;24,59121327
0;0;276,4;42,66;61939;24,8;24,8239744
0;0;275,3;42,83;62185,5;24,89;24,92289788
0;0;274;43,17;62678,4;25,11;25,12074484
0;0;272,9;43,41;63018,3;25,28;25,26040151
0;0;271,7;43,61;63313,8;25,4;25,37678208
0;0;270,4;44;63873,3;25,61;25,60372418
0;0;269,3;44,3;64311,4;25,72;25,77829502
0;0;268;44,51;64623,9;25,91;25,90049462
0;0;266,8;44,96;65265,1;26,19;26,16235089
0;0;265,6;45,07;65431,4;26,21;26,2263602
0;0;264,4;45,41;65922,1;26,36;26,42420716
0;0;263,2;45,75;66422,7;26,67;26,62205412
0;0;262;46,12;66960,4;26,87;26,83735816
0;0;260,9;46,47;67463,1;27,04;27,04102415
0;0;259,6;46,62;67676;27,15;27,12830957
0;0;258,4;47,03;68279,6;27,39;27,36688973
0;0;257,2;47,39;68806,7;27,61;27,57637475
0;0;256;47,56;69051,2;27,7;27,67529823
0;0;254,8;47,98;69662,7;27,87;27,91969741
0;0;253,6;48,3;70117,9;28,15;28,10590631
0;0;252,4;48,66;70643,6;28,37;28,31539133
0;0;251,2;48,92;71021,2;28,47;28,46668606
0;0;250;49,33;71619,5;28,71;28,70526622
0;0;248,8;49,62;72034,4;28,9;28,87401804
0;0;247,6;50,01;72598,3;29,08;29,10096014
0;0;246,4;50,14;72797;29,15;29,17660751
0;0;245,2;50,74;73659,4;29,52;29,5257492
0;0;244;51,06;74135,1;29,81;29,7119581
0;0;242,8;51,41;74635,4;29,95;29,91562409
0;0;241,6;51,6;74917,7;30;30,02618563
0;0;240,3;52,03;75530,9;30,3;30,27640384
0;0;239,2;52,4;76073,4;30,54;30,49170788
0;0;237,9;52,73;76556,9;30,72;30,68373582
0;0;236,8;53,02;76980,4;30,87;30,85248763
0;0;235,5;53,31;77401,2;31,06;31,02123945
0;0;234,3;53,74;78023,6;31,31;31,27145767
0;0;233,1;54,03;78443,9;31,47;31,44020949
0;0;231,9;54,46;79070,5;31,73;31,6904277
0;0;230,7;54,79;79543,7;31,88;31,88245563
0;0;229,5;55,3;80280,5;32,17;32,17922607
0;0;228,3;55,54;80627,6;32,35;32,31888275
0;0;227,1;56,12;81467,7;32,64;32,65638638
0;0;225,9;56,41;81896,4;32,86;32,8251382
0;0;224,7;56,71;82324,2;33,06;32,99970905
0;0;223,5;57,14;82953,9;33,29;33,24992726
0;0;222,3;57,44;83397,7;33,42;33,42449811
0;0;221,1;58,05;84273,8;33,84;33,77945883
0;0;219,9;58,41;84797,4;34,01;33,98894385
0;0;218,7;58,67;85182,3;34,15;34,14023858
0;0;217,5;59,08;85766,2;34,42;34,37881874
0;0;216,3;59,62;86552,6;34,65;34,69304626
0;0;215,1;59,95;87032,8;34,93;34,88507419
0;0;213,9;60,16;87335,7;35,03;35,00727379
0;0;212,7;60,72;88155,7;35,27;35,33313937
0;0;211,5;61,06;88647,7;35,55;35,53098633
0;0;210,3;61,44;89204,3;35,79;35,7521094
0;0;209,1;61,89;89853,6;36,02;36,01396567
0;0;207,9;62,33;90487,9;36,3;36,27000291
0;0;206,7;62,74;91085,1;36,54;36,50858307
0;0;205,5;63,15;91680,9;36,74;36,74716322
0;0;204,2;63,64;92393,1;37,05;37,03229561
0;0;203,1;64,01;92923,4;37,26;37,24759965
0;0;201,8;64,58;93761,3;37,65;37,57928426
0;0;200,6;64,9;94213,8;37,77;37,76549316
0;0;199,5;65,38;94913,9;38,05;38,04480652
0;0;198,2;65,8;95534,1;38,28;38,2892057
0;0;197;66,13;96010,8;38,54;38,48123363
0;0;195,8;66,73;96880,1;38,84;38,83037533
0;0;194,6;67,01;97289,3;38,9;38,99330812
0;0;193,4;67,61;98160,7;39,33;39,34244981
0;0;192,2;68,21;99024,1;39,7;39,6915915
0;0;191;68,44;99360,7;39,87;39,82542915
0;0;189,8;69,04;100227,4;40,14;40,17457085
0;0;188,6;69,46;100842,7;40,47;40,41897003
0;0;187,4;69,96;101571,8;40,7;40,70992144
0;0;186,2;70,51;102360,5;41,02;41,029968
0;0;185;70,9;102934,4;41,21;41,2569101
0;0;183,8;71,54;103854,3;41,63;41,6293279
0;0;182,6;72,14;104728,5;42,03;41,9784696
0;0;181,4;72,36;105056,8;42,15;42,10648822
0;0;180,2;72,86;105770,1;42,36;42,39743963
0;0;178,9;73,18;106237;42,62;42,58364853
0;0;177,7;74,03;107468,7;43,12;43,07826593
0;0;176,6;74,56;108246,6;43,39;43,38667443
0;0;175,3;74,82;108620,6;43,53;43,53796916
0;0;174,1;75,56;109692,9;43,96;43,96857725
0;0;173;75,96;110277,5;44,23;44,20133838
0;0;171,7;76,42;110939,8;44,45;44,46901367
0;0;170,5;77,01;111795,4;44,79;44,81233634
0;0;169,3;77,33;112271,3;45,03;44,99854524
0;0;168,1;77,88;113064,8;45,32;45,3185918
0;0;166,9;78,62;114144,4;45,71;45,74919988
0;0;165,7;79,13;114882,9;46,06;46,04597032
0;0;164,5;79,66;115654;46,38;46,35437882
0;0;163,3;80,27;116533,6;46,75;46,70933954
0;0;162,1;80,83;117345,8;47,04;47,03520512
0;0;160,9;81,39;118162,6;47,35;47,3610707
0;0;159,7;81,83;118796;47,69;47,61710794
0;0;158,5;82,46;119712,1;47,92;47,98370672
0;0;157,3;82,94;120410,9;48,31;48,26302008
0;0;156,1;83,28;120905,1;48,5;48,46086704
0;0;154,9;84,03;121986,5;48,99;48,89729415
0;0;153,7;84,52;122702,7;49,2;49,18242653
0;0;152,5;85,18;123662,3;49,49;49,5664824
0;0;151,3;85,87;124670,2;49,95;49,96799534
0;0;150,1;86,28;125254,4;50,19;50,2065755
0;0;148,9;86,78;125988,2;50,6;50,49752691
0;0;147,6;87,62;127203,7;50,94;50,98632528
0;0;146,5;88,01;127768,7;51,25;51,21326738
0;0;145,2;88,79;128898,3;51,65;51,66715159
0;0;144;89,25;129574,6;52,02;51,93482688
0;0;142,8;89,81;130382,3;52,23;52,26069246
0;0;141,6;90,56;131469;52,65;52,69711958
0;0;140,4;91,08;132222,4;53,02;52,99970905
0;0;139,2;91,9;133416,2;53,5;53,47686936
0;0;138;92,3;133993,4;53,78;53,70963049
0;0;136,8;92,91;134888,3;54,06;54,06459121
0;0;135,6;93,82;136212,8;54,59;54,59412278
0;0;134,4;94,23;136800,4;54,8;54,83270294
0;0;133,2;94,93;137817,8;55,23;55,24003491
0;0;132;95,59;138779,5;55,67;55,62409078
0;0;130,8;96,02;139402,8;55,92;55,87430899
0;0;129,6;96,9;140674,7;56,46;56,38638347
0;0;128,4;97,27;141221,4;56,54;56,60168752
0;0;127,2;97,96;142219,3;57,08;57,00320047
0;0;126;98,72;143318,6;57,5;57,44544661
0;0;124,8;99,41;144320,1;57,75;57,84695956
0;0;123,5;99,99;145163,7;58,15;58,18446319
0;0;122,4;100,76;146276,7;58,6;58,63252837
0;0;121,1;101,21;146937,7;58,93;58,89438464
0;0;120;101,95;148003,4;59,35;59,32499273
0;0;118,8;102,74;149159,3;59,72;59,78469596
0;0;117,5;103,56;150349,3;60,29;60,26185627
0;0;116,4;104,07;151091,1;60,66;60,55862671
0;0;115,1;104,9;152295,1;61,08;61,04160605
0;0;113,9;105,59;153300,8;61,41;61,443119
0;0;112,7;106,29;154317,1;61,79;61,85045097
0;0;111,5;106,87;155146;62,24;62,18795461
0;0;110,3;107,26;155722;62,45;62,41489671
0;0;109,1;108,49;157501,4;63,02;63,13063718
0;0;107,9;109,12;158422,2;63,44;63,49723596
0;0;106,7;109,75;159332,4;63,87;63,86383474
0;0;105,5;110,64;160619,9;64,33;64,38172825
0;0;104,3;111,24;161492,2;64,76;64,73086994
0;0;103,1;111,99;162586,2;65,18;65,16729706
0;0;101,9;112,64;163534,1;65,52;65,5455339
0;0;100,7;113,48;164753,7;65,92;66,03433227
0;0;99,5;114,3;165939,6;66,58;66,51149258
0;0;98,3;114,97;166918,8;67,02;66,90136747
0;0;97,1;115,51;167701,3;67,26;67,215595
0;0;95,9;116,57;169230;67,78;67,83241199
0;0;94,7;117,16;170094,4;68,06;68,17573465
0;0;93,5;118,05;171390,5;68,75;68,69362816
0;0;92,3;118,83;172510,5;69,24;69,14751237
0;0;91,1;119,55;173565,2;69,46;69,5664824
0;0;89,9;120,29;174633,6;70,11;69,99709049
0;0;88,7;120,95;175594,2;70,35;70,38114635
0;0;87,5;121,82;176860,3;70,94;70,8874018
0;0;86,3;122,81;178287,6;71,55;71,4634856
0;0;85,1;123,39;179131,8;71,81;71,80098923
0;0;83,8;124,32;180488,9;72,39;72,34215886
0;0;82,7;125,14;181673,7;72,83;72,81931917
0;0;81,4;125,95;182851,2;73,27;73,29066046
0;0;80,3;126,78;184061,4;73,8;73,7736398
0;0;79;127,52;185131;74,19;74,20424789
0;0;77,8;128,19;186103,7;74,68;74,59412278
0;0;76,6;128,91;187143,1;74,98;75,01309281
0;0;75,4;129,69;188278,1;75,46;75,46697701
0;0;74,2;130,73;189789,1;76,27;76,07215595
0;0;73;131,6;191058,6;76,53;76,57841141
0;0;71,8;132,07;191744,3;76,93;76,85190573
0;0;70,6;133,11;193250,1;77,56;77,45708467
0;0;69,3;134,08;194651,6;78,14;78,0215304
0;0;68,2;134,76;195644,1;78,41;78,41722432
0;0;66,9;135,62;196889,2;78,78;78,91766075
0;0;65,7;136,37;197985,3;79,36;79,35408787
0;0;64,5;137,26;199274,4;79,84;79,87198138
0;0;63,3;138,01;200355,7;80,41;80,3084085
0;0;62,1;139,17;202040;81,05;80,98341577
0;0;60,9;139,89;203095;81,56;81,4023858
0;0;59,7;140,75;204331,7;81,97;81,90282223
0;0;58,5;141,57;205527,5;82,23;82,37998254
0;0;57,3;142,46;206826,9;82,84;82,89787605
0;0;56,1;143,25;207967,5;83,21;83,35757928
0;0;54,9;144,28;209465,1;84,11;83,95693919
0;0;53,7;145,27;210902,9;84,54;84,53302299
0;0;52,4;145,99;211945,5;84,95;84,95199302
0;0;51,2;147,02;213442,1;85,43;85,55135292
0;0;50;147,54;214191,4;85,93;85,85394239
0;0;48,8;148,65;215813,2;86,38;86,49985452
0;0;47,6;149,43;216936,6;86,9;86,95373873
0;0;46,4;150,36;218287,7;87,5;87,49490835
0;0;45,2;151,51;219966,9;88,3;88,1640966
0;0;44;152,18;220929,3;88,57;88,55397149
0;0;42,8;152,99;222110,7;88,95;89,02531277
0;0;41,6;153,8;223290;89,42;89,49665406
0;0;40,4;154,85;224802,1;90,09;90,10765202
0;0;39,2;155,37;225569,1;90,44;90,41024149
0;0;38;156,65;227420,7;90,93;91,1550771
0;0;36,8;157,58;228765,7;91,6;91,69624673
0;0;35,6;158,22;229697,3;92,08;92,06866453
0;0;34,4;159,13;231016,3;92,56;92,5981961
0;0;33,2;159,99;232266,4;93,12;93,09863253
0;0;31,9;161,13;233922,3;93,75;93,76200175
0;0;30,7;161,59;234599,8;94,06;94,02967704
0;0;29,5;162,66;236144,5;94,61;94,65231306
0;0;28,3;163,73;237700,9;95,11;95,27494908
0;0;27,1;164,46;238763,4;95,86;95,69973814
0;0;25,9;165,55;240343,3;96,37;96,33401222
0;0;24,7;166,05;241071,7;96,55;96,62496363
0;0;23,5;166,94;242355;96,92;97,14285714
0;0;22,3;168,07;243994,7;97,84;97,80040733
0;0;21,1;169;245357,1;98,53;98,34157696
0;0;19,9;169,57;246183,8;98,76;98,67326157
0;0;18,6;170,16;247039,7;98,94;99,01658423
0;0;17,5;170,66;247760,6;99,46;99,30753564
0;0;16,3;171,42;248859,7;99,83;99,74978179
0;0;15;171,85;249495,2;100;100
0;0;13,8;171,71;249279,2;99,89;99,9185336
0;0;12,6;171,41;248847,4;99,83;99,74396276
0;0;11,4;170,57;247634,2;99,35;99,25516439
0;0;10,2;169,23;245687,1;98,44;98,47541461
0;0;9;166,83;242200,6;97,14;97,07884783
0;0;7,8;163,49;237352,5;95,12;95,13529241
0;0;6,6;158,18;229640,6;92,08;92,04538842
0;0;5,4;151,17;219472,1;87,82;87,96624964
0;0;4,2;141,14;204899,7;82,02;82,12976433
0;0;2,9;123,89;179867,1;72,25;72,09194065
0;0;1,8;106,67;154861,2;62,09;62,07157405
0;0;0,5;94,37;137009;54,83;54,91416933
0;0;-0,5;87,75;127391,6;51,08;51,06197265
;;;;;;
;;;;;;
Measurement time:; 02/08/2022 20:01:19;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 6 MV (FFF);;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 1000 mm;;;;;
Field size:; 100 x 100 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;
0;0;306,6;111,74;162225,7;18,59;18,53498325
0;0;305,3;112,81;163771,1;18,72;18,71247056
0;0;304,1;113,2;164342,4;18,82;18,77716219
0;0;302,9;113,96;165444,8;18,96;18,90322795
0;0;301,7;114,83;166714,3;19,1;19,04754006
0;0;300,5;115,65;167901,9;19,23;19,18355837
0;0;299,3;116,57;169227,8;19,38;19,33616428
0;0;298,1;117,21;170159,3;19,48;19,44232492
0;0;296,9;117,93;171215,8;19,6;19,56175563
0;0;295,7;118,78;172437,6;19,73;19,70275022
0;0;294,5;119,35;173272,6;19,86;19,79729954
0;0;293,3;120,56;175029,7;20;19,99800949
0;0;292,1;121,35;176170,3;20,13;20,12905152
0;0;290,9;122,01;177133,4;20,25;20,23852968
0;0;289,7;122,91;178443,7;20,43;20,38781807
0;0;288,5;123,6;179440,1;20,58;20,5022725
0;0;287,3;124,86;181266,2;20,7;20,71127625
0;0;286,1;125,49;182183,3;20,9;20,81577812
0;0;284,9;126,62;183820,8;21,02;21,00321799
0;0;283,7;127,09;184510,2;21,15;21,08117971
0;0;282,4;128,22;186151,4;21,31;21,26861958
0;0;281,2;129,09;187406,6;21,43;21,41293169
0;0;280;129,92;188617,8;21,6;21,55060876
0;0;278,8;130,73;189794,5;21,72;21,68496832
0;0;277,6;131,71;191216;21,89;21,84752679
0;0;276,4;132,78;192775,1;22,07;22,0250141
0;0;275,2;133,83;194292,6;22,21;22,19918389
0;0;274;134,77;195654,4;22,36;22,35510732
0;0;272,8;135,38;196545,3;22,53;22,45629168
0;0;271,6;136,33;197921,6;22,66;22,61387387
0;0;270,4;137,47;199570,4;22,81;22,8029725
0;0;269,2;138,41;200937,5;23;22,95889593
0;0;268;139,34;202291,2;23,13;23,1131606
0;0;266,8;140,54;204039,6;23,33;23,31221179
0;0;265,6;141,23;205030,8;23,47;23,42666622
0;0;264,4;142,48;206843,9;23,65;23,63401121
0;0;263,2;143,55;208406;23,85;23,81149852
0;0;262;144,26;209438,6;23,99;23,92927048
0;0;260,8;145,4;211087,9;24,14;24,11836911
0;0;259,6;146,29;212379,4;24,31;24,26599874
0;0;258,4;147,3;213853,5;24,49;24,43353349
0;0;257,2;148,48;215554,3;24,64;24,62926716
0;0;256;149,66;217276,2;24,86;24,82500083
0;0;254,8;150,54;218553,8;24,99;24,9709717
0;0;253,5;151,77;220343,2;25,22;25,17499917
0;0;252,3;153,04;222184,4;25,38;25,38566168
0;0;251,2;153,9;223426,4;25,53;25,52831503
0;0;249,9;154,77;224688,3;25,74;25,67262714
0;0;248,7;155,78;226158,8;25,9;25,84016189
0;0;247,5;157,1;228081,8;26,07;26,0591182
0;0;246,3;158,43;230003,4;26,25;26,27973327
0;0;245,1;159,22;231152,8;26,47;26,4107753
0;0;243,9;160,09;232420,3;26,65;26,55508742
0;0;242,7;161,48;234437,2;26,78;26,78565504
0;0;241,5;163,37;237180;27,08;27,09916067
0;0;240,3;163,54;237423;27,23;27,12735959
0;0;239,1;164,98;239511,4;27,41;27,36622101
0;0;237,9;166,77;242109,3;27,6;27,66313904
0;0;236,7;166,94;242359,6;27,79;27,69133796
0;0;235,5;168,9;245208;28,03;28,0164549
0;0;234,3;169,91;246672;28,24;28,18398965
0;0;233,1;170,86;248055,7;28,41;28,34157184
0;0;231,9;172,35;250210,4;28,56;28,58872707
0;0;230,7;173,14;251360,6;28,81;28,7197691
0;0;229,5;174,85;253841,7;29,03;29,00341705
0;0;228,3;176,13;255705,6;29,26;29,21573831
0;0;227,1;177,04;257031;29,43;29,36668547
0;0;225,9;178,76;259515,2;29,68;29,65199217
0;0;224,7;180,3;261760;29,91;29,9074412
0;0;223,5;180,94;262682,2;30,06;30,01360183
0;0;222,2;182,82;265419,4;30,3;30,32544869
0;0;221,1;183,47;266363;30,5;30,43326809
0;0;219,8;185,15;268792,2;30,74;30,71193975
0;0;218,7;186,68;271015,7;30,98;30,96573002
0;0;217,4;187,46;272154,6;31,16;31,09511329
0;0;216,2;189,48;275087,5;31,4;31,4301828
0;0;215;189,97;275801,7;31,58;31,51146203
0;0;213,8;191,8;278453,1;31,88;31,81501509
0;0;212,6;193,91;281513,2;32,16;32,16501344
0;0;211,4;194,68;282629,8;32,34;32,29273795
0;0;210,2;195,62;283996,8;32,55;32,44866138
0;0;209;197,86;287249,9;32,77;32,8202236
0;0;207,8;198,64;288379,7;33,04;32,94960687
0;0;206,6;200,17;290606,7;33,3;33,20339714
0;0;205,4;201,46;292480,6;33,49;33,41737717
0;0;204,2;203,62;295605,8;33,78;33,77566931
0;0;203;204,71;297201,5;33,94;33,95647414
0;0;201,8;205,98;299038,8;34,24;34,16713665
0;0;200,6;207,24;300866;34,51;34,3761404
0;0;199,4;209,61;304311,9;34,79;34,7692665
0;0;198,2;210,61;305756,9;34,94;34,93514249
0;0;197;212,14;307988,8;35,24;35,18893275
0;0;195,7;214,39;311241,5;35,57;35,56215373
0;0;194,6;215,17;312384,6;35,8;35,69153701
0;0;193,3;217,03;315084;36,04;36,00006635
0;0;192,1;218,33;316972;36,29;36,21570514
0;0;191;220,54;320183,6;36,55;36,58229108
0;0;189,7;221,67;321823,2;36,83;36,76973095
0;0;188,6;224,02;325224,6;37,12;37,15953953
0;0;187,3;224,89;326488;37,35;37,30385164
0;0;186,1;226,67;329070,2;37,62;37,5991109
0;0;184,9;227,45;330212,9;37,82;37,72849418
0;0;183,7;230,62;334806,5;38,23;38,25432107
0;0;182,5;231,32;335823,2;38,5;38,37043426
0;0;181,3;233,59;339121,9;38,75;38,74697276
0;0;180,1;235,31;341622,5;39,02;39,03227947
0;0;178,9;236,5;343350,5;39,22;39,2296719
0;0;177,7;238,55;346320,9;39,65;39,56971768
0;0;176,5;240,69;349436,1;39,93;39,9246923
0;0;175,3;242,25;351694,6;40,23;40,18345885
0;0;174,1;243,97;354186,9;40,47;40,46876555
0;0;172,9;245,68;356676,8;40,74;40,7524135
0;0;171,7;247,15;358805,4;41,04;40,9962512
0;0;170,5;249,34;361984,9;41,44;41,35951962
0;0;169,3;251,05;364468,5;41,68;41,64316757
0;0;168,1;253,1;367445,2;41,97;41,98321335
0;0;166,8;254,38;369300,7;42,27;42,19553462
0;0;165,6;256,39;372222,3;42,61;42,52894536
0;0;164,4;259,19;376287,6;42,95;42,99339814
0;0;163,2;260,31;377908;43,18;43,17917925
0;0;162;262,37;380908,2;43,56;43,52088379
0;0;160,8;264,37;383812,7;43,83;43,85263577
0;0;159,6;265,68;385710,6;44,23;44,06993332
0;0;158,4;268,6;389956,2;44,55;44,55429121
0;0;157,2;269,92;391865,2;44,84;44,77324752
0;0;156;272,14;395091,5;45,17;45,14149222
0;0;154,8;274,02;397821,9;45,48;45,45333908
0;0;153,6;275,81;400412,8;45,85;45,75025711
0;0;152,4;278,22;403909;46,17;46,15001825
0;0;151,2;280,12;406679,9;46,51;46,46518263
0;0;150;282,06;409492,2;46,85;46,78698205
0;0;148,8;284,27;412703,5;47,16;47,15356799
0;0;147,6;285,91;415076,9;47,48;47,42560462
0;0;146,4;288,74;419183,7;47,92;47,89503367
0;0;145,2;290,27;421406,7;48,26;48,14882394
0;0;144;292,6;424799,3;48,57;48,535315
0;0;142,8;294,57;427656;48,94;48,8620907
0;0;141,5;296,97;431131,3;49,33;49,26019308
0;0;140,3;299,49;434798,1;49,69;49,67820058
0;0;139,1;301,22;437311,3;49,99;49,96516604
0;0;137,9;303,48;440594,1;50,35;50,34004578
0;0;136,8;306,19;444520,5;50,83;50,78956972
0;0;135,5;307,74;446770,8;51,15;51,0466775
0;0;134,4;310,34;450541,6;51,51;51,47795508
0;0;133,1;312,63;453878,3;51,88;51,8578111
0;0;131,9;314,62;456765,7;52,24;52,18790432
0;0;130,7;317,83;461425,7;52,74;52,72036625
0;0;129,5;320,1;464720,7;53,04;53,09690475
0;0;128,3;321,53;466798,5;53,43;53,33410742
0;0;127,1;324,39;470948,6;53,8;53,80851276
0;0;125,9;326,18;473549;54,21;54,10543078
0;0;124,7;329,03;477679,4;54,7;54,57817735
0;0;123,5;331,08;480662;54,92;54,91822314
0;0;122,3;333,97;484856,5;55,41;55,39760475
0;0;121,1;336,5;488532,2;55,83;55,81727101
0;0;119,9;338,76;491813;56,23;56,19215075
0;0;118,7;340,94;494977,4;56,6;56,55376041
0;0;117,5;343,25;498330,2;56,95;56,93693395
0;0;116,3;345,91;502186;57,4;57,37816408
0;0;115,1;348,3;505655,9;57,71;57,7746077
0;0;113,9;351,21;509880,9;58,32;58,25730684
0;0;112,7;353,49;513190,6;58,7;58,6355041
0;0;111,5;355,94;516741,9;59,13;59,04190028
