Measurement time:; 02/08/2022 19:51:44;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 6 MV ;;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 900 mm;;;;;
Field size:; 100 x 100 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;Dose relative (%)
0;0;110,3;358,66;520700,8;59,56;59,49308297
0;0;109,1;361,09;524229,2;59,98;59,89616163
0;0;107,9;363,79;528151,8;60,38;60,34402681
0;0;106,7;366,79;532496,2;60,88;60,84165478
0;0;105,4;369,47;536387,1;61,34;61,28620244
0;0;104,3;371,8;539772,6;61,69;61,67269349
0;0;103,1;374,21;543277,1;62,19;62,07245463
0;0;101,9;377,77;548446;62,68;62,66297316
0;0;100,7;380,02;551702,5;63,11;63,03619414
0;0;99,5;383,42;556642,5;63,55;63,60017251
0;0;98,3;385,7;559948,1;64,07;63,97836977
0;0;97;387,79;562982,5;64,49;64,32505059
0;0;95,9;390,95;567578,1;64,9;64,84921872
0;0;94,7;394,27;572392;65,4;65,39992701
0;0;93,4;396,82;576096,7;65,91;65,82291079
0;0;92,3;399,79;580415,5;66,37;66,31556249
0;0;91;403,8;586229;66,89;66,98072521
0;0;89,9;405,74;589048;67,42;67,30252463
0;0;88,6;408,53;593103,1;67,83;67,76531865
0;0;87,4;411;596679,8;68,26;68,17503235
0;0;86,2;414,05;601116,4;68,73;68,68095412
0;0;85;416,58;604790,8;69,14;69,10062038
0;0;83,8;419,17;608547;69,65;69,53023919
0;0;82,6;423,5;614829,6;70,23;70,24848223
0;0;81,4;425,73;618065,8;70,69;70,61838569
0;0;80,2;429,31;623266,3;71,3;71,21222174
0;0;79;432,84;628396,2;71,79;71,79776399
0;0;77,8;435,05;631601;72,24;72,16434993
0;0;76,6;438,44;636522;72,84;72,72666954
0;0;75,4;440,76;639889,9;73,28;73,11150184
0;0;74,2;444,51;645328,9;73,74;73,73353681
0;0;73;446,51;648231,1;74,19;74,06528879
0;0;71,8;450,54;654087,1;74,77;74,73376903
0;0;70,5;453,7;658676,6;75,32;75,25793717
0;0;69,3;457,11;663630,7;75,74;75,8235743
0;0;68,1;459,17;666611,1;76,31;76,16527884
0;0;66,9;463,81;673356,4;76,87;76,93494344
0;0;65,7;465,6;675945,5;77,44;77,23186146
0;0;64,5;469,76;681988,5;77,98;77,92190558
0;0;63,3;472,64;686168,5;78,51;78,39962844
0;0;62,1;476,05;691125,1;79,01;78,96526557
0;0;60,9;478,65;694898,1;79,53;79,39654314
0;0;59,7;483,97;702625,7;80,06;80,27900342
0;0;58,4;484,93;704015;80,58;80,43824437
0;0;57,2;488,16;708705,9;81,17;80,97402382
0;0;56,1;492,75;715360,9;81,68;81,73539462
0;0;54,8;494,52;717941;82,22;82,02899512
0;0;53,6;498,67;723956,5;82,74;82,71738049
0;0;52,4;501,95;728730,9;83,37;83,26145374
0;0;51,2;504,82;732892,5;83,84;83,73751783
0;0;50;508,67;738486,5;84,42;84,3761404
0;0;48,8;511,99;743296,8;85,01;84,92684869
0;0;47,6;516,07;749220,7;85,53;85,60362273
0;0;46,4;517,84;751799,1;86,11;85,89722324
0;0;45,2;522,29;758253,7;86,58;86,6353714
0;0;43,9;524,7;761753,9;87,14;87,03513253
0;0;42,7;528,39;767106,6;87,77;87,64721494
0;0;41,6;531,7;771919,7;88,27;88,19626447
0;0;40,3;534,95;776635;88,87;88,73536144
0;0;39,1;539,29;782932,7;89,51;89,45526325
0;0;37,9;541,25;785778,4;89,95;89,78038019
0;0;36,7;545,04;791282,1;90,42;90,40905019
0;0;35,5;548,76;796676,8;91,03;91,02610888
0;0;34,3;552,58;802220,7;91,64;91,65975517
0;0;33,1;555,23;806077,5;92,31;92,09932654
0;0;31,9;558,68;811082,2;92,73;92,67159871
0;0;30,7;561,76;815555,4;93,32;93,18249677
0;0;29,5;565,22;820571,2;93,88;93,75642769
0;0;28,3;568,99;826047,5;94,51;94,38178018
0;0;27;573,36;832395;95,14;95,10665826
0;0;25,8;575,93;836120,4;95,55;95,53295956
0;0;24,6;578,07;839235,9;96,12;95,88793418
0;0;23,4;581,22;843809,6;96,63;96,41044355
0;0;22,2;585,29;849716,7;97,16;97,08555884
0;0;21;589,94;856462,4;97,7;97,85688219
0;0;19,8;590,36;857074,8;98,2;97,92655011
0;0;18,6;594,68;863355;98,66;98,64313439
0;0;17,4;596,07;865368,5;99,12;98,87370202
0;0;16,2;598,77;869288,2;99,52;99,3215672
0;0;15;601,69;873517,7;99,8;99,80592509
0;0;13,8;602,3;874405,4;100;99,90710944
0;0;12,6;602,86;875227,2;99,92;100
0;0;11,4;600,07;871167,4;99,76;99,53720598
0;0;10,2;597,5;867437,9;99,3;99,11090469
0;0;8,9;591,63;858914;98,35;98,13721262
0;0;7,7;582,52;845697,6;96,73;96,62608234
0;0;6,5;569,69;827073,8;94,58;94,49789337
0;0;5,3;551,11;800087,8;91,3;91,41591746
0;0;4,1;518,67;752991;86,28;86,03490031
0;0;2,9;474,03;688188,8;78,79;78,63019607
0;0;1,7;418,33;607320,3;69,51;69,39090336
0;0;0,5;379,58;551070,8;63,02;62,96320871
0;0;-0,5;359,95;522565,5;59,74;59,707063
;;;;;;
;;;;;;
Measurement time:; 02/08/2022 20:03:25;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 10 MV ;;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 1000 mm;;;;;
Field size:; 100 x 100 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;
0;0;310;49,29;71552,7;27,58;28,42724494
0;0;309,1;48,4;70263,2;27,91;27,91395121
0;0;307,6;48,74;70762,8;28,13;28,11004095
0;0;306,6;49,05;71204,4;28,35;28,28882865
0;0;305,3;49,3;71569;28,42;28,43301228
0;0;304,1;49,59;71996,4;28,56;28,6002653
0;0;302,9;49,95;72513,1;28,8;28,80788973
0;0;301,7;50,24;72933,7;28,92;28,97514274
0;0;300,5;50,38;73137,4;29,03;29,05588558
0;0;299,3;50,68;73576,9;29,25;29,22890593
0;0;298,1;50,95;73974,9;29,34;29,38462426
0;0;296,9;51,27;74427,4;29,57;29,56917931
0;0;295,7;51,51;74783;29,72;29,70759559
0;0;294,5;51,81;75220,4;29,86;29,88061595
0;0;293,3;52,08;75612,5;30,02;30,03633428
0;0;292,1;52,4;76079,7;30,14;30,22088932
0;0;290,9;52,55;76295,2;30,31;30,3073995
0;0;289,7;52,99;76922,9;30,55;30,5611627
0;0;288,5;53,24;77295,2;30,66;30,70534633
0;0;287,3;53,56;77754,1;30,86;30,88990138
0;0;286,1;53,82;78140;31,01;31,03985236
0;0;284,9;54,13;78587,9;31,22;31,21864006
0;0;283,7;54,53;79172,7;31,41;31,44933387
0;0;282,5;54,65;79343,2;31,52;31,51854202
0;0;281,3;54,9;79698,8;31,67;31,66272565
0;0;280,1;55,34;80347,3;31,98;31,91648884
0;0;278,9;55,64;80783,8;32,07;32,0895092
0;0;277,6;55,96;81238,7;32,27;32,27406425
0;0;276,4;56,3;81729,3;32,43;32,47015399
0;0;275,3;56,6;82167,2;32,63;32,64317435
0;0;274,1;56,86;82552;32,75;32,79312532
0;0;272,8;57,29;83166,9;33;33,04112117
0;0;271,6;57,44;83393,1;33,11;33,12763135
0;0;270,4;57,98;84170,3;33,42;33,439068
0;0;269,2;58,22;84519;33,51;33,57748428
0;0;268;58,49;84918,5;33,78;33,73320261
0;0;266,8;58,76;85303,4;33,85;33,88892093
0;0;265,6;59,19;85930,4;34,13;34,13691678
0;0;264,4;59,58;86490,9;34,3;34,36184324
0;0;263,2;59,83;86864,9;34,46;34,50602688
0;0;262;60,26;87479,4;34,72;34,75402272
0;0;260,8;60,57;87932,4;34,89;34,93281043
0;0;259,6;60,86;88357,4;35,04;35,10006344
0;0;258,4;61,28;88966,2;35,34;35,34229194
0;0;257,2;61,48;89249;35,49;35,45763885
0;0;256;61,85;89798,3;35,69;35,67103062
0;0;254,8;62,21;90320,2;35,9;35,87865506
0;0;253,6;62,6;90888;36,06;36,10358152
0;0;252,4;62,86;91255,7;36,26;36,2535325
0;0;251,2;63,3;91902;36,46;36,50729569
0;0;250;63,74;92542,2;36,73;36,76105888
0;0;248,7;63,9;92775,8;36,89;36,85333641
0;0;247,5;64,32;93379,8;37,05;37,09556491
0;0;246,3;64,67;93888,3;37,27;37,297422
0;0;245,1;64,98;94335,6;37,42;37,4762097
0;0;243,9;65,36;94890,9;37,65;37,69536882
0;0;242,7;65,83;95574,8;37,92;37,96643405
0;0;241,5;66,09;95955;38,23;38,11638503
0;0;240,3;66,32;96275,3;38,25;38,24903397
0;0;239,1;66,91;97143,9;38,6;38,58930734
0;0;237,9;67,19;97538,9;38,78;38,75079301
0;0;236,7;67,65;98217,7;38,94;39,01609089
0;0;235,5;68,04;98781,3;39,22;39,24101736
0;0;234,3;68,41;99319,7;39,41;39,45440914
0;0;233,1;68,88;99995;39,69;39,72547436
0;0;231,9;69,09;100310,9;39,79;39,84658862
0;0;230,7;69,52;100924,2;40;40,09458446
0;0;229,5;69,91;101501;40,35;40,31951093
0;0;228,3;70,32;102094,3;40,46;40,55597209
0;0;227,1;70,63;102538,7;40,69;40,73475979
0;0;225,9;71,23;103410,2;41,05;41,08080051
0;0;224,6;71,69;104083,2;41,29;41,34609839
0;0;223,4;71,84;104300,4;41,38;41,43260857
0;0;222,2;72,3;104966,5;41,64;41,69790645
0;0;221;72,61;105416,1;41,85;41,87669416
0;0;219,8;73,19;106260,6;42,14;42,21120018
0;0;218,6;73,45;106640,2;42,38;42,36115116
0;0;217,4;74,04;107495,2;42,65;42,70142453
0;0;216,2;74,34;107932;42,83;42,87444489
0;0;215;74,84;108649,1;43,09;43,16281216
0;0;213,8;75,24;109227,3;43,44;43,39350597
0;0;212,6;75,59;109734,3;43,6;43,59536305
0;0;211,4;76,13;110517,5;43,93;43,9067997
0;0;210,2;76,45;110984;44,03;44,09135475
0;0;209;76,98;111753,8;44,34;44,39702405
0;0;207,8;77,34;112280,7;44,54;44,60464848
0;0;206,6;77,81;112962,9;44,85;44,87571371
0;0;205,4;78,16;113468,3;45,1;45,07757079
0;0;204,2;78,61;114130,8;45,3;45,33710133
0;0;203;79,11;114848,4;45,67;45,6254686
0;0;201,8;79,45;115344,1;45,87;45,82155834
0;0;200,6;80,06;116234,6;46,15;46,1733664
0;0;199,4;80,45;116791,4;46,34;46,39829287
0;0;198,1;80,91;117459,3;46,61;46,66359075
0;0;197;81,38;118152,5;46,92;46,93465598
0;0;195,7;81,86;118837,7;47,09;47,21148855
0;0;194,6;82,38;119597,5;47,44;47,51139051
0;0;193,4;82,65;119986,9;47,59;47,66710883
0;0;192,1;83,29;120923,2;48;48,03621893
0;0;191;83,58;121340,6;48,18;48,20347194
0;0;189,7;83,97;121909,8;48,42;48,42839841
0;0;188,5;84,53;122719;48,76;48,75136974
0;0;187,3;85,16;123639,6;49,04;49,1147125
0;0;186,1;85,45;124060,2;49,29;49,28196551
0;0;184,9;86,13;125039,1;49,7;49,67414499
0;0;183,7;86,59;125709,2;49,8;49,93944287
0;0;182,5;87,07;126404,3;50,21;50,21627545
0;0;181,3;87,43;126936,7;50,4;50,42389988
0;0;180,1;88,01;127772,5;50,65;50,75840591
0;0;178,9;88,54;128540,3;51,09;51,06407521
0;0;177,7;89,01;129221,2;51,32;51,33514043
0;0;176,5;89,37;129740,7;51,58;51,54276487
0;0;175,3;89,94;130568,3;51,85;51,87150355
0;0;174,1;90,38;131212,8;52,1;52,12526674
0;0;172,9;90,98;132085,8;52,44;52,47130746
0;0;171,7;91,56;132926;52,71;52,80581348
0;0;170,5;92,11;133716,8;53,17;53,12301748
0;0;169,3;92,46;134227,2;53,29;53,32487456
0;0;168,1;93,12;135196,4;53,65;53,70551935
0;0;166,9;93,52;135772,3;53,91;53,93621316
0;0;165,6;94,18;136736,4;54,29;54,31685795
0;0;164,5;94,74;137539,1;54,63;54,63982929
0;0;163,2;95,1;138071,5;54,72;54,84745372
0;0;162;95,69;138918,2;55,14;55,18772709
0;0;160,8;96,26;139754,2;55,52;55,51646577
0;0;159,6;96,77;140495,6;55,73;55,81060038
0;0;158,4;97,32;141292,7;56,12;56,12780437
0;0;157,2;97,92;142157,9;56,44;56,47384509
0;0;156;98,32;142741,7;56,62;56,7045389
0;0;154,8;98,9;143580,5;57,04;57,03904493
0;0;153,6;99,6;144600,4;57,4;57,4427591
0;0;152,4;99,93;145082,4;57,55;57,63308149
0;0;151,2;100,59;146030,6;57,85;58,01372628
0;0;150;101,17;146880,3;58,32;58,34823231
0;0;148,8;101,77;147751,5;58,63;58,69427303
0;0;147,6;102,3;148513,3;59,02;58,99994233
0;0;146,4;102,77;149206,9;59,23;59,27100756
0;0;145,2;103,42;150147,6;59,53;59,645885
0;0;144;104,11;151142,6;59,95;60,04383182
0;0;142,8;104,57;151817,7;60,17;60,30912971
0;0;141,6;105,27;152834,2;60,65;60,71284388
0;0;140,4;105,8;153598,7;60,96;61,01851318
0;0;139,2;106,52;154638,3;61,35;61,43376204
0;0;138;107,09;155465;61,63;61,76250072
0;0;136,8;107,49;156049;61,99;61,99319453
0;0;135,5;108,3;157222,9;62,43;62,4603495
0;0;134,4;108,73;157851,7;62,78;62,70834535
0;0;133,1;109,41;158841,6;63,17;63,10052483
0;0;131,9;110,06;159787,1;63,48;63,47540227
0;0;130,7;110,61;160589,2;63,68;63,79260626
0;0;129,5;111,36;161670,9;64,17;64,22515716
0;0;128,3;111,87;162418,1;64,59;64,51929177
0;0;127,1;112,61;163486,9;64,86;64,94607532
0;0;125,9;113,11;164216,1;65,18;65,23444259
0;0;124,7;113,71;165089,5;65,65;65,5804833
0;0;123,5;114,36;166027,1;65,89;65,95536075
0;0;122,3;115,12;167133,2;66,27;66,39367899
0;0;121,1;115,68;167947,5;66,64;66,71665033
0;0;119,9;116,26;168790,1;66,97;67,05115635
0;0;118,7;117,01;169876,7;67,41;67,48370725
0;0;117,5;117,63;170775,5;67,7;67,84128266
0;0;116,3;118,27;171704,4;68,01;68,21039276
0;0;115,1;119,01;172779,6;68,47;68,63717631
0;0;113,9;119,59;173625,9;68,89;68,97168233
0;0;112,7;120,37;174755,2;69,22;69,42153527
0;0;111,4;120,87;175480,5;69,62;69,70990253
0;0;110,3;121,46;176332,6;69,96;70,0501759
0;0;109;122,1;177269;70,33;70,419286
0;0;107,8;122,8;178273,4;70,88;70,82300017
0;0;106,7;123,54;179353,7;71,07;71,24978372
0;0;105,4;124,25;180385,6;71,6;71,65926524
0;0;104,3;125,04;181533,4;71,95;72,11488552
0;0;103;125,76;182576,7;72,47;72,53013438
0;0;101,8;126,23;183258,2;72,83;72,80119961
0;0;100,6;126,93;184278,3;73,3;73,20491378
0;0;99,4;127,51;185110,9;73,44;73,53941981
0;0;98,2;128,19;186100,5;73,81;73,93159928
0;0;97;129,17;187532;74,43;74,49679912
0;0;95,8;129,74;188351,4;74,83;74,8255378
0;0;94,6;130,35;189247,2;75,04;75,17734587
0;0;93,4;131,2;190474,1;75,56;75,66757022
0;0;92,2;131,97;191587,2;76,03;76,1116558
0;0;91;132,71;192661,1;76,38;76,53843936
0;0;89,8;133,32;193546;76,91;76,89024742
0;0;88,6;134,1;194685,9;77,18;77,34010035
0;0;87,4;134,78;195676,2;77,54;77,73227983
0;0;86,2;135,39;196552,7;78,19;78,08408789
0;0;85;136,36;197966,7;78,55;78,64352039
0;0;83,8;137,04;198945,8;78,81;79,03569987
0;0;82,6;137,96;200286,9;79,54;79,56629563
0;0;81,4;138,52;201102;79,86;79,88926697
0;0;80,2;139,13;201983,2;80,19;80,24107503
0;0;78,9;140,09;203373,9;80,62;80,79474018
0;0;77,7;140,78;204380;81,04;81,19268701
0;0;76,5;141,38;205255,1;81,44;81,53872772
0;0;75,3;142,2;206450,6;82,06;82,01165004
0;0;74,1;143,01;207623,9;82,44;82,47880501
0;0;72,9;143,67;208575,7;82,75;82,8594498
0;0;71,7;144,46;209731,5;83,24;83,31507007
0;0;70,5;145,18;210763,6;83,59;83,73031893
0;0;69,3;145,85;211741,5;84,04;84,11673107
0;0;68,1;146,54;212751,6;84,45;84,51467789
0;0;66,9;147,48;214113,3;84,99;85,05680835
0;0;65,7;148,2;215156,2;85,34;85,47205721
0;0;64,5;149,16;216547,8;86,13;86,02572236
0;0;63,3;149,88;217593,4;86,35;86,44097122
0;0;62,1;150,44;218405,1;86,84;86,76394256
0;0;60,8;151,5;219941,2;87,29;87,37528116
0;0;59,7;152,06;220762;87,65;87,69825249
0;0;58,4;153,03;222167,9;88,16;88,25768499
0;0;57,2;153,61;223004,1;88,52;88,59219101
0;0;56;154,47;224262,7;88,91;89,08818271
0;0;54,8;155,18;225289,3;89,32;89,49766423
0;0;53,6;156,17;226728,4;89,97;90,06863141
0;0;52,4;157,01;227947,7;90,52;90,55308841
0;0;51,2;157,64;228865,1;90,79;90,91643117
0;0;50;158,57;230212,7;91,41;91,45279428
0;0;48,8;159,59;231688;91,95;92,0410635
0;0;47,6;160,03;232335,3;92,22;92,29482669
0;0;46,4;160,93;233640,4;92,87;92,81388777
0;0;45,1;161,79;234891,6;93,22;93,30987946
0;0;43,9;162,64;236111,5;93,66;93,80010381
0;0;42,7;163,55;237446,4;94,29;94,32493223
0;0;41,5;164,19;238370,9;94,69;94,69404233
0;0;40,3;165,2;239832,1;95,18;95,27654421
0;0;39,1;166,15;241216;95,7;95,82444201
0;0;37,9;166,51;241734,3;95,84;96,03206644
0;0;36,7;167,56;243258,7;96,4;96,6376377
0;0;35,5;168,14;244104,4;96,87;96,97214372
0;0;34,2;169,2;245641,2;97,45;97,58348232
0;0;33,1;169,77;246469;97,79;97,912221
0;0;31,9;170,13;246988,9;98,11;98,11984544
0;0;30,6;171,08;248364,5;98,52;98,66774324
0;0;29,4;171,54;249035,2;98,79;98,93304112
0;0;28,2;172,22;250028,7;99,12;99,3252206
0;0;27;172,69;250715;99,48;99,59628583
0;0;25,8;172,92;251039,5;99,45;99,72893477
0;0;24,6;173,27;251545,2;99,75;99,93079186
0;0;23,4;173,25;251529,1;100;99,91925717
0;0;22,2;173,39;251730,5;99,86;100
0;0;21;173,24;251511,7;99,68;99,91348982
0;0;19,8;172,87;250965,2;99,58;99,70009804
0;0;18,6;172,03;249754,7;99,14;99,21564104
0;0;17,4;171,16;248482,3;98,58;98,713882
0;0;16,2;169,65;246290,4;97,75;97,84301286
0;0;15;167,95;243830,2;96,62;96,86256416
0;0;13,8;165,5;240277,7;95,35;95,44956457
0;0;12,6;162,65;236132,2;93,69;93,80587116
0;0;11,4;159,1;230978,3;91,57;91,75846358
0;0;10,1;154,45;224235,5;88,89;89,07664802
0;0;8,9;148,87;216132,4;85,66;85,85846935
0;0;7,7;142,11;206307,2;82;81,95974393
0;0;6,5;133,31;193540,5;76,92;76,88448007
0;0;5,3;123,03;178607,1;70,92;70,95564911
0;0;4,1;109,63;159165,1;63,09;63,22740642
0;0;2,9;93,2;135307,1;53,76;53,75165811
0;0;1,7;76,35;110850,9;43,95;44,0336813
0;0;0,5;65,45;95023,8;37,6;37,74727493
0;0;-0,5;60,46;87773,4;34,81;34,86936963
;;;;;;
;;;;;;
Measurement time:; 02/08/2022 20:05:50;;;;;
Radiation device:; Novalis TB Accelerator;;;;;
Energy:; 10 MV ;;;;;
Controller:; CCU;;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;;
Field detector:; CC 13 -  F;;;;;
Reference detector:; CC 13 - R pas offset energie;;;;;
SAD:; 1000 mm;;;;;
SSD:; 1000 mm;;;;;
Field size:; 100 x 100 mm;;;;;
Gantry angle:;0;;;;;
Measurement medium:; Water;;;;;
Scan type:; Beam;;;;;
Scan mode:; Continuous;;;;;
Wedge:; none;;;;;
;;;;;;
Points [mm]:;;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;
0;0;310;73,05;106051,8;28,13;28,03899743
0;0;309,1;73;105985,3;28,02;28,01980578
0;0;307,6;73,64;106905,8;28,26;28,26545887
0;0;306,5;73,91;107305,9;28,37;28,36909377
0;0;305,3;74,38;107989,8;28,58;28,54949526
0;0;304,1;74,73;108496,7;28,7;28,68383679
0;0;302,9;75,22;109198,1;28,9;28,87191494
0;0;301,7;75,66;109835,7;29,04;29,04080144
0;0;300,5;75,91;110210,7;29,16;29,13675968
0;0;299,3;76,44;110970,4;29,34;29,34019115
0;0;298,1;76,97;111748,6;29,56;29,54362262
0;0;296,9;77,34;112277,9;29,69;29,68564081
0;0;295,7;77,68;112773,6;29,81;29,81614401
0;0;294,5;78,01;113257,1;29,96;29,94280889
0;0;293,3;78,39;113810,6;30,1;30,08866541
0;0;292,1;78,87;114505,6;30,26;30,27290523
0;0;290,9;79,39;115260;30,5;30,47249837
0;0;289,7;79,81;115863,8;30,66;30,63370821
0;0;288,5;80,19;116421,4;30,8;30,77956473
0;0;287,3;80,79;117296,8;31,04;31,00986451
0;0;286,1;81,15;117817,9;31,21;31,14804437
0;0;284,9;81,64;118520,3;31,34;31,33612252
0;0;283,7;82,11;119212,1;31,53;31,51652401
0;0;282,4;82,61;119931,3;31,74;31,70844049
0;0;281,3;83,08;120621;31,9;31,88884198
0;0;280,1;83,45;121155,5;32,01;32,03086017
0;0;278,9;83,89;121797,1;32,22;32,19974667
0;0;277,7;84,43;122569,1;32,39;32,40701647
0;0;276,5;84,78;123088,2;32,54;32,541358
0;0;275,3;85,22;123716,8;32,68;32,7102445
0;0;274;85,66;124360,8;32,93;32,879131
0;0;272,9;86,26;125225,2;33,11;33,10943078
0;0;271,7;86,76;125952,1;33,32;33,30134725
0;0;270,5;87,25;126675;33,48;33,4894254
0;0;269,3;87,66;127268,8;33,68;33,64679691
0;0;268;88,07;127852,5;33,78;33,80416843
0;0;266,8;88,62;128658,6;34;34,01527655
0;0;265,7;89,12;129377,9;34,23;34,20719303
0;0;264,4;89,58;130049,6;34,42;34,38375619
0;0;263,2;90,17;130913,9;34,61;34,61021763
0;0;262;90,64;131587,2;34,84;34,79061912
0;0;260,9;91,16;132338,3;34,99;34,99021226
0;0;259,6;91,63;133028,3;35,18;35,17061375
0;0;258,4;92,08;133676,3;35,32;35,34333858
0;0;257,2;92,58;134399,5;35,5;35,53525506
0;0;256;93,01;135036,5;35,71;35,70030323
0;0;254,8;93,74;136091,3;36;35,98050129
0;0;253,6;94,13;136655,6;36,12;36,13019614
0;0;252,4;94,62;137362,7;36,31;36,31827429
0;0;251,2;95,18;138185;36,52;36,53322074
0;0;250;95,69;138926;36,74;36,72897555
0;0;248,8;96,13;139559,2;36,88;36,89786205
0;0;247,6;96,82;140568,3;37,16;37,16270679
0;0;246,4;97,31;141280,1;37,36;37,35078494
0;0;245,2;98;142272,3;37,68;37,61562968
0;0;244;98,45;142934,5;37,81;37,78835451
0;0;242,8;99;143722,6;37,98;37,99946263
0;0;241,6;99,54;144509,7;38,23;38,20673243
0;0;240,4;99,93;145075,9;38,36;38,35642728
0;0;239,2;100,71;146206,3;38,64;38,65581699
0;0;238;101,22;146954,4;38,86;38,8515718
0;0;236,8;101,76;147726,8;39,05;39,05884159
0;0;235,5;102,46;148746,1;39,33;39,32752466
0;0;234,4;102,99;149513,6;39,54;39,53095613
0;0;233,1;103,42;150148;39,71;39,6960043
0;0;231,9;104,13;151175,6;39,94;39,9685257
0;0;230,8;104,71;152016,6;40,22;40,19114881
0;0;229,5;105,22;152754,7;40,44;40,38690362
0;0;228,3;105,87;153698,2;40,69;40,63639504
0;0;227,1;106,48;154587,8;40,84;40,87053314
0;0;225,9;107,11;155493,7;41,06;41,11234791
0;0;224,7;107,64;156267,2;41,32;41,31577937
0;0;223,5;108,21;157103,6;41,54;41,53456416
0;0;222,3;108,91;158117,2;41,81;41,80324723
0;0;221,1;109,37;158786,7;41,92;41,97981039
0;0;219,9;110,06;159789,7;42,22;42,24465513
0;0;218,7;110,7;160716,3;42,49;42,49030822
0;0;217,5;111,18;161415,2;42,62;42,67454804
0;0;216,3;111,76;162246,7;42,86;42,89717115
0;0;215,1;112,54;163380,8;43,27;43,19656086
0;0;213,9;113,13;164244,2;43,38;43,4230223
0;0;212,7;113,87;165321,9;43,65;43,70705869
0;0;211,5;114,44;166137,8;43,9;43,92584347
0;0;210,3;114,99;166944,7;44,18;44,1369516
0;0;209,1;115,77;168067,1;44,49;44,4363413
0;0;207,9;116,5;169139,4;44,72;44,71653936
0;0;206,7;117,01;169872,5;44,93;44,91229417
0;0;205,4;117,68;170844,7;45,19;45,16946225
0;0;204,3;118,32;171772,9;45,49;45,41511534
0;0;203,1;118,83;172510,9;45,65;45,61087015
0;0;201,8;119,59;173618,1;45,96;45,9025832
0;0;200,6;120,25;174574,2;46,23;46,15591295
0;0;199,5;121,08;175776,9;46,49;46,4744943
0;0;198,3;121,64;176593,1;46,73;46,68944076
0;0;197,1;122,26;177497,9;46,97;46,92741719
0;0;195,8;123,11;178729,1;47,32;47,2536752
0;0;194,7;123,7;179587,7;47,54;47,48013664
0;0;193,4;124,5;180749,5;47,84;47,78720301
0;0;192,2;124,95;181402,7;47,99;47,95992784
0;0;191;125,81;182646,9;48,35;48,29002418
0;0;189,8;126,67;183898,1;48,66;48,62012052
0;0;188,6;127,31;184832,9;48,91;48,86577362
0;0;187,4;127,92;185715,6;49,12;49,09991172
0;0;186,2;128,65;186769,6;49,36;49,38010978
0;0;185,1;129,44;187922,7;49,69;49,68333781
0;0;183,8;130,07;188834,6;49,98;49,92515257
0;0;182,6;130,88;190005,1;50,29;50,23605727
0;0;181,4;131,36;190707,1;50,46;50,42029709
0;0;180,2;132,55;192429,9;50,85;50,8770583
0;0;179;132,87;192891,5;51,04;50,99988485
0;0;177,8;133,8;194251,8;51,39;51,3568495
0;0;176,6;134,34;195035,2;51,59;51,5641193
0;0;175,4;135,37;196533,1;51,99;51,95946724
0;0;174,2;135,96;197387,6;52,2;52,18592868
0;0;173;136,83;198651,2;52,52;52,51986336
0;0;171,8;137,66;199846,2;52,91;52,83844471
0;0;170,6;138,36;200870,2;53,13;53,10712778
0;0;169,4;139,02;201827,8;53,38;53,36045753
0;0;168,2;139,73;202853;53,68;53,63297893
0;0;167;140,71;204280,8;54,02;54,00913522
0;0;165,8;141,61;205590,2;54,36;54,35458488
0;0;164,6;142,44;206786,7;54,62;54,67316624
0;0;163,4;143,02;207637,3;54,91;54,89578935
0;0;162,2;143,79;208751,5;55,22;55,19134073
0;0;161;144,72;210108,1;55,6;55,54830538
0;0;159,7;145,38;211058,7;55,79;55,80163513
0;0;158,6;146,31;212405,8;56,14;56,15859978
0;0;157,3;147,14;213611,1;56,45;56,47718113
0;0;156,1;147,8;214580,6;56,81;56,73051088
0;0;154,9;148,72;215914,9;57,1;57,0836372
0;0;153,7;149,64;217242;57,51;57,43676352
0;0;152,5;150,24;218121,1;57,73;57,66706329
0;0;151,3;151,29;219633,5;58,06;58,0700879
0;0;150,1;152,11;220828,1;58,41;58,38483092
0;0;148,9;152,96;222060,2;58,66;58,71108893
0;0;147,7;153,88;223402;59,06;59,06421525
