;;;Rendement 10;;;;;;;Inline 10;;;;;;;Crossline 10;;;;;;;Rendement 3;;;;;;;Inline 3;;;;;;;Crossline 3;;
Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio
0;0;237,6;61,92;71719,5;30,69;;7,7;0;100;132,5;153476,1;99,67;;0;7,7;100;133,2;154291,4;100,09;;0;0;237,7;46,97;54410,4;25,94;;;;;;;;;;;;;;
0;0;236,4;62,13;71966,6;30,79;;6,4;0;100;132,7;153714,9;99,72;;0;6,5;100;133;154062,6;100,1;;0;0;236,5;47,19;54668,3;26;;;;;;;;;;;;;;
0;0;235,1;62,35;72221,3;31;;5,3;0;100;132,5;153478,7;99,56;;0;5,3;100;133,01;154071,6;100,13;;0;0;235,3;47,55;55078,2;26,18;;;;;;;;;;;;;;
0;0;233,9;63,19;73201,5;31,32;;4;0;100;132,62;153620,6;99,71;;0;4;100;133,12;154198;100,12;;0;0;234,1;47,85;55430,3;26,41;;;;;;;;;;;;;;
0;0;232,7;63,52;73582,5;31,51;;2,8;0;100;132,83;153858,7;99,84;;0;2,8;100;132,55;153544,2;99,87;;0;0;232,8;48,39;56047,6;26,7;;;;;;;;;;;;;;
0;0;231,5;63,86;73969,1;31,69;;1,6;0;100;132,57;153567,5;99,77;;0;1,7;100;133,03;154098,4;100,03;;0;0;231,6;48,75;56464,6;26,88;;;;;;;;;;;;;;
0;0;230,3;64,31;74494,1;31,92;;0,4;0;100;132,86;153902,3;99,99;;0;0,4;100;132,89;153932,9;100,07;;0;0;230,4;49,01;56766,1;27,03;;;;;;;;;;;;;;
0;0;229,1;64,86;75126,5;32,11;;-0,8;0;100;132,81;153839;99,96;;0;-0,8;100;132,72;153737,9;99,83;;0;0;229,3;49,75;57628,4;27,37;;;;;;;;;;;;;;
0;0;227,9;65,45;75812,4;32,43;;-2;0;100;133,1;154171,1;99,82;;0;-2;100;133,14;154226,2;99,86;;0;0;228;49,55;57396,5;27,34;;;;;;;;;;;;;;
0;0;226,7;65,84;76268,7;32,69;;-3,2;0;100;132,99;154051;99,98;;0;-3,2;100;132,86;153897,8;100,05;;0;0;226,8;49,75;57628,1;27,51;;;;;;;;;;;;;;
