Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio
41;0;100;1007483,31;158724,9;96,52;;0;-41,3;100;1012856,29;159571,4;96,97;;-41,2;0;100;1232597,96;194190,8;98,47;;0;-41,2;100;1188313,5;187214;98,68;;-41;0;100;1233787,1;194378,2;98,88;;0;-41,2;100;1196818,55;188553,9;98,8;;41,2;0;100;1008868,55;158943,2;96,35;;0;-41,2;100;1015875,33;160047,1;97,28
42,2;0;100;1003047,35;158026,1;96,11;;0;-42,5;100;1012872,71;159574;96,68;;-42,4;0;100;1214515,88;191342,1;98,03;;0;-42,4;100;1183624,89;186475,3;98,08;;-42,2;0;100;1218978,28;192045,1;98,25;;0;-42,5;100;1192724,08;187908,9;98,1;;42,4;0;100;1004854,71;158310,8;95,95;;0;-42,4;100;1011647,3;159380,9;97,01
43,4;0;100;1000982,88;157700,8;95,85;;0;-43,7;100;1005671,82;158439,5;96,22;;-43,6;0;100;1183663,79;186481,5;97,09;;0;-43,6;100;1184268,37;186576,7;97,07;;-43,4;0;100;1210890,2;190770,9;97,18;;0;-43,6;100;1185004,24;186692,6;97,2;;43,6;0;100;1000747,06;157663,7;95,46;;0;-43,6;100;1009075,18;158975,7;96,69
44,6;0;100;997974,5;157226,9;95,41;;0;-44,9;100;1004736,75;158292,2;95,96;;-44,8;0;100;1164416,88;183449,2;96,15;;0;-44,8;100;1182005,56;186220,2;96,29;;-44,6;0;100;1214297,59;191307,7;96,32;;0;-44,8;100;1183400,31;186439,9;95,75;;44,8;0;100;996198,08;156947;94,99;;0;-44,8;100;1002391,24;157922,7;96,03
45,8;0;100;988854,72;155790,1;94,8;;0;-46,2;100;995508,92;156838,4;95,22;;-46;0;100;1142724,15;180031,6;95,06;;0;-46;100;1181018,66;186064,7;95,2;;-45,8;0;100;1165377,38;183600,5;95,13;;0;-46;100;1175977,64;185270,5;94,84;;46;0;100;989963,95;155964,8;94,63;;0;-46;100;997072,82;157084,8;95,28
47;0;100;983311,74;154916,8;94,04;;0;-47,4;100;988531,42;155739,1;94,44;;-47,2;0;100;1136237,01;179009,6;93,3;;0;-47,2;100;1158990,21;182594,2;93,75;;-47,1;0;100;1127013,54;177556,4;93,85;;0;-47,2;100;1156689,68;182231,8;93,45;;47,2;0;100;978334,81;154132,7;93,66;;0;-47,2;100;988365,7;155713;94,58
48,3;0;100;967611,12;152443,2;92,47;;0;-48,6;100;974801,22;153576;93,29;;-48,4;0;100;1117272,36;176021,8;91,4;;0;-48,4;100;1142912,49;180061,2;91,67;;-48,3;0;100;1116817,96;175950,2;91,99;;0;-48,5;100;1135666,43;178919,7;91,66;;48,4;0;100;967314,64;152396,5;92,26;;0;-48,4;100;979837,61;154369,5;93,64
49,5;0;100;949677,67;149617,9;90,72;;0;-49,8;100;957740,29;150888,1;91,31;;-49,6;0;100;1085177,7;170965,4;88,41;;0;-49,6;100;1112818,17;175320;89,05;;-49,4;0;100;1088545,2;171495,9;89,28;;0;-49,7;100;1119350,59;176349,2;88,9;;49,6;0;100;938695,2;147887,6;89,55;;0;-49,7;100;960110,65;151261,6;91,9
50,7;0;100;911027,2;143528,7;87,07;;0;-51;100;920497,87;145020,7;87,57;;-50,9;0;100;1041681,21;164112,7;84,09;;0;-50,8;100;1054786,2;166177,3;84,88;;-50,7;0;100;1047109,03;164967,8;85,23;;0;-50,9;100;1074350,29;169259,6;85,25;;50,9;0;100;892623,97;140629,3;85,12;;0;-50,9;100;927418,45;146111;88,7
51,9;0;100;850656,52;134017,5;81,13;;0;-52,2;100;846910,01;133427,3;80,53;;-52;0;100;976089,45;153779;77,94;;0;-52;100;962207,91;151592;78,98;;-51,9;0;100;976905,4;153907,5;79,43;;0;-52,1;100;982849,49;154844;78,92;;52,1;0;100;823356,06;129716,4;78,46;;0;-52,1;100;859421,92;135398,5;81,95
53,1;0;100;764548,68;120451,6;72,93;;0;-53,4;100;734266,86;115680,8;70,16;;-53,3;0;100;872987,02;137535,6;69,3;;0;-53,2;100;851017,13;134074,3;70,38;;-53,1;0;100;873028,6;137542,1;70,7;;0;-53,3;100;860175,39;135517,2;69,99;;53,3;0;100;729807,81;114978,3;69,48;;0;-53,3;100;754572,36;118879,8;71,87
54,3;0;100;657518,38;103589,4;62,78;;0;-54,6;100;604239,39;95195,5;57,63;;-54,4;0;100;731427,83;115233,5;58,8;;0;-54,4;100;721622,54;113688,7;59,54;;-54,3;0;100;749205,82;118034,4;60,13;;0;-54,5;100;713154,87;112354,7;59,26;;54,4;0;100;615558,26;96978,7;58,77;;0;-54,5;100;625241,45;98504,3;59,88
55,5;0;100;532955,27;83965;51,04;;0;-55,8;100;470227,86;74082,5;45,07;;-55,7;0;100;579098,98;91234,7;47,87;;0;-55,7;100;575980,42;90743,4;47,65;;-55,5;0;100;614308,85;96781,9;49,15;;0;-55,8;100;575343,96;90643,1;47,7;;55,7;0;100;488844,72;77015,5;46,85;;0;-55,7;100;489654,01;77143;47,02
56,7;0;100;408632,21;64378,4;39,14;;0;-57;100;352221,83;55491,1;33,76;;-56,9;0;100;451528,47;71136,5;37,63;;0;-56,9;100;447238,87;70460,7;37,05;;-56,7;0;100;483297,02;76141,5;38,76;;0;-56,9;100;453742,4;71485,3;37,38;;56,9;0;100;369489,71;58211,6;35,46;;0;-56,9;100;363868,09;57325,9;35,06
57,9;0;100;300705,56;47374,9;29,08;;0;-58,2;100;252584,37;39793,6;24,51;;-58,1;0;100;361075,47;56886;29,93;;0;-58,1;100;341354,64;53779;28,11;;-57,9;0;100;383146,78;60363,2;30,71;;0;-58,1;100;345879,05;54491,8;28,41;;58,1;0;100;270632,34;42637;26,19;;0;-58,1;100;258404,22;40710,5;25,15
59,1;0;100;225604,49;35543,1;21,93;;0;-59,4;100;192487,77;30325,7;18,6;;-59,3;0;100;289497,75;45609,2;23,99;;0;-59,3;100;272262,4;42893,8;22,24;;-59,2;0;100;311491,5;49074,2;24,72;;0;-59,4;100;270826,32;42667,6;22,16;;59,3;0;100;208847,98;32903,2;20,19;;0;-59,3;100;197965,64;31188,7;19,21
60,4;0;100;182675,75;28779,8;17,61;;0;-60,6;100;163071,73;25691,3;15,68;;-60,5;0;100;239652,6;37756,3;19,84;;0;-60,5;100;225754,61;35566,7;18,34;;-60,3;0;100;251012,6;39546;20,29;;0;-60,6;100;223176,38;35160,5;18,16;;60,5;0;100;173338,31;27308,8;16,71;;0;-60,5;100;164958,52;25988,5;15,97
61,5;0;100;159207,29;25082,5;15,27;;0;-61,8;100;145604,76;22939,4;13,95;;-61,7;0;100;205420,48;32363,2;16,86;;0;-61,7;100;190484,01;30010;15,48;;-61,5;0;100;210106,12;33101,4;17,27;;0;-61,8;100;191548,35;30177,7;15,41;;61,7;0;100;154142,66;24284,6;14,75;;0;-61,8;100;147267,73;23201,4;14,13
62,7;0;100;142541,13;22456,8;13,72;;0;-63;100;132321,77;20846,8;12,7;;-62,9;0;100;179516,84;28282,2;14,63;;0;-62,9;100;163951,63;25829,9;13,38;;-62,8;0;100;180625,46;28456,8;14,98;;0;-63;100;169179,47;26653,5;13,44;;62,9;0;100;139917,69;22043,5;13,45;;0;-63;100;134441,11;21180,7;12,9
64;0;100;133443,94;21023,6;12,77;;0;-64,2;100;124009,65;19537,2;11,88;;-64,1;0;100;161757,27;25484,2;13,03;;0;-64,2;100;143215,05;22563;11,81;;-64;0;100;160526,84;25290,4;13,24;;0;-64,2;100;148186,09;23346,1;11,83;;64,1;0;100;132624,69;20894,5;12,7;;0;-64,2;100;126188,36;19880,5;12,1
65,2;0;100;126501,24;19929,8;12,12;;0;-65,4;100;118124,79;18610,1;11,3;;-65,3;0;100;144853,73;22821,1;11,74;;0;-65,3;100;127774,77;20130,4;10,65;;-65,2;0;100;143234,68;22566;11,84;;0;-65,4;100;132494;20873,9;10,56;;65,3;0;100;125015,38;19695,7;11,95;;0;-65,4;100;118321,47;18641,1;11,37
66,3;0;100;120577,56;18996,5;11,54;;0;-66,7;100;111594,31;17581,2;10,68;;-66,5;0;100;128763,89;20286,2;10,58;;0;-66,6;100;113415,64;17868,2;9,51;;-66,4;0;100;132202,42;20828;10,83;;0;-66,6;100;121131,17;19083,7;9,63;;66,5;0;100;118714,1;18702,9;11,35;;0;-66,6;100;113144,34;17825,4;10,83
67,6;0;100;114341,87;18014,1;10,97;;0;-67,9;100;104585,9;16477,1;10,07;;-67,7;0;100;117515,71;18514,1;9,71;;0;-67,8;100;103878,26;16365,6;8,65;;-67,6;0;100;121148,91;19086,5;9,89;;0;-67,8;100;110607,73;17425,8;8,74;;67,7;0;100;113983,91;17957,7;10,9;;0;-67,8;100;107030,44;16862,2;10,28
68,8;0;100;110499,86;17408,8;10,58;;0;-69;100;101606,82;16007,7;9,74;;-69;0;100;108119,49;17033,8;9;;0;-69;100;96751,38;15242,8;7,99;;-68,8;0;100;113291,47;17848,6;9,14;;0;-69;100;98729,19;15554,4;7,99;;68,9;0;100;109277,08;17216,2;10,46;;0;-69;100;102545,63;16155,6;9,83
70;0;100;106516,14;16781,2;10,18;;0;-70,3;100;97344,45;15336,2;9,32;;-70,2;0;100;101250,72;15951,6;8,45;;0;-70,1;100;92187,07;14523,7;7,47;;-70;0;100;106375,97;16759,1;8,52;;0;-70,2;100;90680,5;14286,3;7,44;;70,1;0;100;106188,04;16729,5;10,14;;0;-70,2;100;98622,56;15537,6;9,43
71,2;0;100;101831,55;16043,1;9,75;;0;-71,5;100;93331,27;14704;8,92;;-71,4;0;100;96586,35;15216,8;7,96;;0;-71,4;100;84917,21;13378,4;6,9;;-71,2;0;100;99909,44;15740,3;8;;0;-71,4;100;83858,69;13211,6;6,93;;71,4;0;100;101861,86;16047,9;9,75;;0;-71,4;100;93379,04;14711,5;8,94
72,4;0;100;99236,11;15634,2;9,5;;0;-72,7;100;90092,21;14193,7;8,58;;-72,6;0;100;91716,36;14449,5;7,5;;0;-72,6;100;81859,23;12896,6;6,55;;-72,4;0;100;94346,23;14863,9;7,56;;0;-72,7;100;78749,91;12406,7;6,49;;72,6;0;100;97866,51;15418,5;9,37;;0;-72,6;100;90349,8;14234,2;8,64
73,7;0;100;95655,55;15070,1;9,16;;0;-73,9;100;85749,83;13509,5;8,21;;-73,8;0;100;86358,67;13605,5;7,06;;0;-73,8;100;76370,57;12031,9;6,11;;-73,7;0;100;91444,86;14406,8;7,23;;0;-73,8;100;73798,22;11626,6;6,03;;73,8;0;100;95094,98;14981,8;9,08;;0;-73,8;100;87127,14;13726,5;8,36
74,9;0;100;93328,57;14703,5;8,91;;0;-75,1;100;83731,64;13191,6;7,98;;-75;0;100;83293,76;13122,6;6,78;;0;-75;100;71815,41;11314,2;5,77;;-74,9;0;100;86604;13644,1;6,89;;0;-75;100;69832,65;11001,9;5,71;;75;0;100;91865,36;14473;8,77;;0;-75;100;84850,21;13367,8;8,11
76,1;0;100;89800,5;14147,7;8,61;;0;-76,3;100;79456,9;12518,1;7,64;;-76,2;0;100;79625,48;12544,7;6,5;;0;-76,2;100;65721,14;10354,1;5,42;;-76,1;0;100;81597,94;12855,4;6,62;;0;-76,2;100;67158,09;10580,5;5,45;;76,2;0;100;88117,51;13882,6;8,44;;0;-76,2;100;80484,63;12680;7,73
77,3;0;100;86694,91;13658,4;8,32;;0;-77,5;100;77455,52;12202,8;7,4;;-77,4;0;100;73987;11656,4;6,19;;0;-77,5;100;61656,24;9713,7;5,12;;-77,3;0;100;77083,35;12144,2;6,32;;0;-77,4;100;62769,84;9889,1;5,09;;77,4;0;100;86211,09;13582,2;8,23;;0;-77,5;100;78245,56;12327,3;7,48
78,5;0;100;83811,1;13204,1;8,02;;0;-78,7;100;74825,16;11788,4;7,16;;-78,6;0;100;71010,94;11187,5;5,95;;0;-78,7;100;59601,37;9390;4,92;;-78,5;0;100;72650,39;11445,8;6,01;;0;-78,6;100;60768,31;9573,8;4,87;;78,6;0;100;82787,35;13042,8;7,92;;0;-78,6;100;75783,57;11939,4;7,26
80;0;100;80933,13;12750,7;7,75;;0;-80;100;72292,05;11389,3;6,91;;-80;0;100;68740,86;10829,8;5,67;;0;-80;100;56472,85;8897,1;4,62;;-80;0;100;70586,23;11120,6;5,77;;0;-80;100;58311,23;9186,7;4,64;;80;0;100;81138,35;12783;7,76;;0;-80;100;72445,53;11413,5;6,94
