Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio
0;-17,1;100;3681,58;224551,4;100,71;;0;0;145,4;2823,62;172221,9;49,41;;0;44,6;100;2160,9;131800,1;95,61;;0;0;145,4;1775,26;108278,9;52,68
0;-18,3;100;3676,45;224238,5;100,6;;0;0;144,3;2829,86;172602,2;49,66;;0;45,9;100;2146,47;130920,2;94,92;;0;0;144,3;1782,29;108707,7;53,03
0;-19,5;100;3684,96;224757,2;100,69;;0;0;143;2851,15;173900,5;49,98;;0;47,1;100;2121,03;129368,7;93,87;;0;0;143,1;1795,6;109519,2;53,22
0;-20,7;100;3678,25;224348;100,64;;0;0;141,8;2871,66;175152;50,24;;0;48,3;100;2100,58;128121;92,86;;0;0;141,9;1804,88;110085,7;53,6
0;-21,9;100;3668,84;223774,4;100,73;;0;0;140,6;2901,29;176959;50,91;;0;49,5;100;2056,48;125431,5;91,02;;0;0;140,6;1815,68;110744,1;54,06
0;-23,1;100;3676,55;224244,5;100,17;;0;0;139,4;2914,16;177744;51,23;;0;50,7;100;1988,67;121295,1;87,72;;0;0;139,5;1830,58;111652,7;54,34
0;-24,3;100;3660,88;223288,8;99,64;;0;0;138,2;2940,71;179363,6;51,45;;0;51,9;100;1840,43;112253,8;81,21;;0;0;138,2;1847,31;112673,2;54,76
0;-25,6;100;3663,37;223440,7;100,15;;0;0;137;2959,96;180537,7;51,78;;0;53,1;100;1617,3;98644,1;71,13;;0;0;137;1857,88;113318,2;55,16
0;-26,8;100;3654,31;222888,3;100,19;;0;0;135,8;2984,94;182061,1;52,19;;0;54,3;100;1330,19;81132,6;58,88;;0;0;135,8;1873,73;114284,8;55,6
0;-28;100;3667,19;223673,7;100,18;;0;0;134,5;2999,28;182935,5;52,52;;0;55,6;100;1040,34;63453,5;46,22;;0;0;134,6;1875,5;114392,6;55,71
0;-29,2;100;3639,71;221997,8;99,67;;0;0;133,3;3017,44;184043,4;52,89;;0;56,7;100;780,94;47631,7;34,69;;0;0;133,4;1895,82;115632,1;56,17
0;-30,4;100;3636,48;221800,4;99,39;;0;0;132,2;3041,68;185522,1;53,51;;0;57,9;100;568,83;34694,8;25,54;;0;0;132,2;1905,87;116244,8;56,61
0;-31,6;100;3630,37;221428,1;99,4;;0;0;130,9;3067,17;187076,5;53,86;;0;59,2;100;430,12;26234,4;19,23;;0;0;131;1918,48;117014,3;57,07
0;-32,8;100;3622,74;220962,8;99,17;;0;0;129,7;3092,78;188638,6;53,78;;0;60,3;100;361,3;22036,8;16,13;;0;0;129,8;1930,63;117755,1;57,35
0;-34;100;3633,08;221593,1;99,12;;0;0;128,5;3117,64;190154,7;54,96;;0;61,5;100;318,57;19430,5;14,17;;0;0;128,6;1942,95;118506,8;57,77
0;-35,2;100;3615,48;220519,7;99,25;;0;0;127,3;3134,26;191168,7;55;;0;62,8;100;291,78;17796,3;12,93;;0;0;127,4;1955,96;119300,3;58,05
0;-36,4;100;3615,23;220504,6;98,87;;0;0;126,1;3153,79;192359,6;55,33;;0;64;100;270,14;16477;11,97;;0;0;126,2;1969;120095,9;58,53
0;-37,6;100;3597,17;219402,6;99,32;;0;0;124,9;3182,94;194137,7;55,87;;0;65,2;100;254,83;15542,7;11,28;;0;0;125;1982,93;120945,5;58,77
0;-38,8;100;3601,05;219639,4;98,93;;0;0;123,7;3195,75;194919,1;55,92;;0;66,3;100;243,55;14854,8;10,79;;0;0;123,7;1989,71;121358,8;59,13
0;-40;100;3583,7;218581,4;97,97;;0;0;122,5;3218,66;196316,5;56,26;;0;67,6;100;233,56;14245,6;10,34;;0;0;122,5;2012,74;122763,7;59,6
0;-41,2;100;3583,2;218550,8;97,59;;0;0;121,3;3248,71;198149,5;57,04;;0;68,8;100;223,97;13660,5;9,91;;0;0;121,3;2013,87;122832,6;59,84
0;-42,4;100;3572,27;217884,1;97,63;;0;0;120,1;3263,26;199036,4;57,41;;0;70;100;214,61;13090;9,49;;0;0;120,1;2029,9;123810,1;60,2
0;-43,7;100;3560;217135,8;97,85;;0;0;118,8;3289,19;200618,2;57,6;;0;71,2;100;204,66;12482,6;9,06;;0;0;118,9;2039,31;124383,9;60,67
0;-44,9;100;3540,34;215936,8;97,16;;0;0;117,6;3313,08;202075,2;58,25;;0;72,4;100;201,09;12265,4;8,86;;0;0;117,7;2060,15;125655,2;60,99
0;-46,1;100;3515,85;214442,7;96,47;;0;0;116,4;3332,4;203253,6;58,43;;0;73,6;100;193,57;11806,6;8,57;;0;0;116,5;2071,98;126376,6;61,5
0;-47,3;100;3482,6;212415,2;95,52;;0;0;115,2;3352,53;204481,7;58,85;;0;74,8;100;187,58;11440,8;8,27;;0;0;115,3;2088,75;127399,5;61,97
0;-48,5;100;3435,18;209522,8;94,36;;0;0;114;3376,37;205935,8;59,42;;0;76,1;100;178,02;10858;7,86;;0;0;114,1;2098,21;127976,4;62,32
0;-49,7;100;3371,96;205666,9;92,61;;0;0;112,8;3408,64;207904,1;59,63;;0;77,3;100;170,75;10414,4;7,55;;0;0;112,9;2120,26;129321,2;62,74
0;-50,9;100;3240,57;197652,5;88,83;;0;0;111,6;3431,9;209322,3;59,87;;0;78,5;100;165,63;10102,4;7,33;;0;0;111,7;2128,77;129840,4;63,06
0;-52,2;100;2982,74;181926,7;81,68;;0;0;110,4;3454,07;210674,7;60,33;;0;79,6;100;161,19;9831,6;7,12;;0;0;110,4;2141,88;130640,3;63,38
0;-53,3;100;2605,07;158891,4;71,47;;0;0;109,2;3484,61;212537,5;60,86;;0;80,9;100;155,03;9456,1;6,86;;0;0;109,3;2152,97;131316,3;63,88
0;-54,5;100;2161,15;131815,2;59,02;;0;0;108;3507,9;213958,2;61,48;;0;82,1;100;149,67;9128,9;6,63;;0;0;108,1;2163,83;131978,8;64,3
0;-55,8;100;1675,03;102165,4;46,05;;0;0;106,8;3528,29;215201,6;61,86;;0;83,3;100;145,96;8902,8;6,46;;0;0;106,8;2180,22;132978,7;64,65
0;-57;100;1229,35;74982,1;34,05;;0;0;105,6;3558,36;217035,5;62,44;;0;84,5;100;140,05;8542,1;6,21;;0;0;105,6;2187,94;133449,3;65,04
0;-58,2;100;878,65;53591,9;24,33;;0;0;104,4;3571,79;217855,2;62,76;;0;85,6;100;135,31;8252,8;6;;0;0;104,5;2205,36;134512;65,68
0;-59,4;100;678,61;41390,9;18,82;;0;0;103,2;3603,82;219808,6;62,91;;0;86,9;100;132,15;8060,2;5,85;;0;0;103,2;2226,19;135782,3;66,14
0;-60,6;100;574,38;35033,6;15,93;;0;0;102;3629,86;221397;63,37;;0;88,1;100;129,77;7915,1;5,72;;0;0;102;2241,07;136690,2;66,47
0;-61,8;100;513,54;31322,4;14,16;;0;0;100,7;3655,32;222949,8;64,1;;0;89,3;100;122,12;7448,6;5,44;;0;0;100,8;2254,6;137515,5;66,85
0;-63;100;468,13;28552,7;12,85;;0;0;99,6;3684,56;224732,9;64,43;;0;90,5;100;122,23;7455,2;5,39;;0;0;99,6;2262,14;137975,1;67,25
0;-64,3;100;436,63;26631,4;11,98;;0;0;98,3;3704,38;225941,9;65,05;;0;91,7;100;117,48;7165,4;5,2;;0;0;98,4;2277,86;138934,2;67,51
0;-65,5;100;411,15;25077,5;11,28;;0;0;97,1;3727,56;227355,7;65,49;;0;92,9;100;112,66;6871,7;5;;0;0;97,2;2290,05;139677,6;67,94
0;-66,7;100;393,43;23996,6;10,73;;0;0;95,9;3761,31;229414,5;65,91;;0;94,1;100;112,26;6846,9;4,95;;0;0;96;2309,33;140853,6;68,42
0;-67,8;100;370,9;22622,5;10,21;;0;0;94,7;3781,59;230651,4;66,17;;0;95,4;100;107,73;6570,7;4,78;;0;0;94,8;2314,73;141182,7;68,8
0;-69,1;100;353,67;21571,6;9,7;;0;0;93,5;3806,18;232150,9;66,67;;0;96,5;100;106,99;6525,5;4,73;;0;0;93,6;2345,94;143086,5;69,57
0;-70,3;100;340,11;20744,3;9,3;;0;0;92,3;3832,45;233753,2;67,25;;0;97,7;100;102,36;6243,5;4,55;;0;0;92,4;2363,86;144179,1;70,16
0;-71,5;100;324,8;19810,5;8,88;;0;0;91,1;3858,46;235339,9;67,85;;0;99;100;102,87;6274,1;4,54;;0;0;91,1;2376,77;144966,9;70,55
0;-72,7;100;311,15;18978,2;8,56;;0;0;89,9;3889;237202,5;68,17;;0;100,1;100;99,37;6060,6;4,42;;0;0;89,9;2390,64;145812,7;70,93
0;-73,9;100;296,85;18105,8;8,17;;0;0;88,6;3912,21;238618,3;68,74;;0;101,4;100;97,83;5967,1;4,33;;0;0;88,7;2405,02;146689,9;71,51
0;-75,1;100;285,65;17422,9;7,88;;0;0;87,4;3949,33;240882,1;69,24;;0;102,6;100;92,66;5651,8;4,11;;0;0;87,5;2409,2;146944,7;71,68
0;-76,4;100;277,25;16910,2;7,63;;0;0;86,2;3964,39;241801,1;69,47;;0;103,8;100;92,78;5658,7;4,1;;0;0;86,3;2425,97;147967,6;71,95
0;-77,5;100;267,03;16286,9;7,31;;0;0;85;3988,33;243260,8;69,86;;0;105;100;90,17;5499,8;3,99;;0;0;85,1;2443,72;149050,4;72,41
0;-78,7;100;254,76;15538,3;7;;0;0;83,8;4015,87;244941;70,39;;0;106,2;100;88,34;5388,1;3,9;;0;0;83,9;2458,05;149924,2;72,9
0;-80;100;246;15004,6;6,74;;0;0;82,6;4042,19;246546,1;70,89;;0;107,4;100;84,27;5139,9;3,75;;0;0;82,7;2467,21;150483,3;73,46
0;-81,2;100;237,77;14502,1;6,53;;0;0;81,4;4070,43;248268,8;71,98;;0;108,6;100;85,48;5213,9;3,77;;0;0;81,5;2491,93;151991,1;73,94
0;-82,4;100;229,08;13972,1;6,31;;0;0;80,2;4090,9;249516,9;72,39;;0;109,8;100;82,71;5044,6;3,66;;0;0;80,3;2506,88;152902,9;74,49
0;-83,6;100;220,24;13432,8;6,06;;0;0;78,9;4128,42;251805,3;72,93;;0;111;100;80,35;4901,1;3,56;;0;0;79,1;2521,4;153788,2;74,88
0;-84,9;100;213,14;13000,1;5,87;;0;0;77,7;4149,01;253061,4;72,95;;0;112,2;100;76,53;4667,9;3,41;;0;0;77,8;2535,75;154663,3;75,51
0;-86,1;100;206,24;12579;5,63;;0;0;76,5;4188,83;255490,4;73,32;;0;113,4;100;78,09;4763,1;3,45;;0;0;76,6;2554,24;155791;75,67
0;-87,3;100;199,44;12164,6;5,45;;0;0;75,3;4204,16;256424,9;73,74;;0;114,6;100;75,94;4631,9;3,36;;0;0;75,4;2566,25;156524,1;76,16
0;-88,4;100;193,02;11772,7;5,31;;0;0;74,1;4240,08;258616;73,78;;0;115,8;100;73,61;4489,7;3,26;;0;0;74,2;2586,29;157746,3;76,53
0;-89,7;100;187,88;11459,4;5,14;;0;0;72,9;4260,18;259841,9;74,52;;0;117;100;72,68;4433,1;3,2;;0;0;73;2596,14;158347,1;76,99
0;-90,9;100;181,57;11074,8;4,99;;0;0;71,7;4287,25;261492,8;74,74;;0;118,2;100;69,66;4248,8;3,09;;0;0;71,8;2609,39;159155,3;77,56
0;-92,1;100;177,87;10849;4,89;;0;0;70,5;4312,58;263038,3;75,94;;0;120;100;69,62;4246,2;3,08;;0;0;70,6;2633,34;160616;78,02
0;-93,3;100;172,87;10543,7;4,75;;0;0;69,3;4328,58;264013,8;76,42;;;;;;;;;0;0;69,4;2641,66;161123,6;78,55
0;-94,5;100;168,8;10295,5;4,63;;0;0;68,1;4370,27;266556,8;76,54;;;;;;;;;0;0;68,2;2659,92;162237;78,92
0;-95,7;100;159,17;9708,5;4,38;;0;0;66,8;4392,65;267921,9;77,72;;;;;;;;;0;0;67;2679,97;163459,9;79,66
0;-96,9;100;157,43;9602,2;4,3;;0;0;65,6;4433,84;270433,9;77,91;;;;;;;;;0;0;65,8;2699,76;164666,7;80,24
0;-98,1;100;152,26;9287;4,17;;0;0;64,4;4455,3;271742,7;78,14;;;;;;;;;0;0;64,5;2708,7;165212,2;80,57
0;-99,3;100;145,64;8883;4,01;;0;0;63,2;4497,33;274306,3;78,56;;;;;;;;;0;0;63,3;2730,77;166558,7;81,14
0;-100,5;100;143,26;8737,9;3,93;;0;0;62;4515,71;275427,8;79;;;;;;;;;0;0;62,1;2737,6;166975,2;81,33
0;-101,7;100;141,73;8644,3;3,88;;0;0;60,8;4542;277031,2;79,76;;;;;;;;;0;0;60,9;2762,38;168486,2;81,85
0;-103;100;137,3;8374,4;3,75;;0;0;59,6;4569,25;278693;80,29;;;;;;;;;0;0;59,7;2776,24;169331,6;82,37
0;-104,1;100;133,42;8137,5;3,67;;0;0;58,4;4587,21;279788,9;80,79;;;;;;;;;0;0;58,5;2794,62;170453,1;82,79
0;-105,4;100;130,53;7961,4;3,57;;0;0;57,1;4633,14;282590,2;81,57;;;;;;;;;0;0;57,3;2810,6;171427,2;83,33
0;-106,5;100;127,72;7789,8;3,49;;0;0;56;4660,13;284236,5;81,93;;;;;;;;;0;0;56;2831,73;172716,1;83,9
0;-107,8;100;122,32;7460,6;3,37;;0;0;54,8;4703,69;286893,4;82,05;;;;;;;;;0;0;54,8;2842,82;173392,5;84,31
0;-109;100;123,74;7547,4;3,38;;0;0;53,5;4735,13;288810,5;83,06;;;;;;;;;0;0;53,6;2857,71;174300,9;84,93
0;-110,2;100;119,51;7289,5;3,29;;0;0;52,3;4774,2;291194;83,53;;;;;;;;;0;0;52,4;2884,23;175918,3;85,44
0;-111,4;100;116,96;7133,8;3,21;;0;0;51,1;4804,28;293028,4;84,33;;;;;;;;;0;0;51,2;2896,33;176656,5;85,83
0;-112,6;100;114,94;7010,9;3,15;;0;0;49,9;4836,22;294976,3;84,37;;;;;;;;;0;0;50;2907,02;177308,6;86,48
0;-113,8;100;112,33;6851,5;3,08;;0;0;48,7;4856,93;296240;84,83;;;;;;;;;0;0;48,8;2927,36;178549;86,97
0;-115;100;109,84;6699,3;3,02;;0;0;47,5;4890,7;298299,4;85,64;;;;;;;;;0;0;47,6;2942,88;179495,9;87,31
0;-116,2;100;108,42;6613,1;2,97;;0;0;46,3;4923,31;300288,3;86,25;;;;;;;;;0;0;46,4;2956,76;180342,4;87,82
0;-117,4;100;105,07;6408,8;2,88;;0;0;45,1;4946,53;301704,6;86,63;;;;;;;;;0;0;45,1;2978,1;181644;88,25
0;-118,7;100;104,65;6382,7;2,85;;0;0;43,8;4987,22;304186,6;87,17;;;;;;;;;0;0;43,9;2999,55;182952;89,04
0;-119,8;100;98,68;6018,8;2,73;;0;0;42,6;5012,83;305748,8;87,75;;;;;;;;;0;0;42,7;3010,57;183624,4;89,44
0;-121,1;100;100,03;6101,4;2,75;;0;0;41,4;5043,23;307602,5;88,41;;;;;;;;;0;0;41,5;3030,73;184853,8;89,86
0;-122,2;100;100,48;6128,7;2,74;;0;0;40,2;5077,51;309693,4;89,18;;;;;;;;;0;0;40,3;3045,29;185741,9;90,47
0;-123,5;100;95,15;5803,6;2,62;;0;0;39;5107,79;311540,2;89,59;;;;;;;;;0;0;39,1;3065,02;186945,3;90,9
0;-124,7;100;94,13;5741,1;2,57;;0;0;37,8;5124,23;312542,9;89,74;;;;;;;;;0;0;37,9;3078,25;187752;91,3
0;-125,9;100;91,6;5586,9;2,53;;0;0;36,6;5164,01;314969,3;90,55;;;;;;;;;0;0;36,7;3097,42;188921,6;91,94
0;-127,2;100;91,02;5551,9;2,51;;0;0;35,4;5200,84;317215,9;90,82;;;;;;;;;0;0;35,4;3116,32;190074,4;92,53
0;-128,3;100;89,68;5469,8;2,46;;0;0;34,2;5217,15;318210,9;91,56;;;;;;;;;0;0;34,2;3127,85;190777,4;92,89
0;-129,5;100;87,3;5324,8;2,39;;0;0;33;5240,86;319657;92,11;;;;;;;;;0;0;33;3149,01;192068,4;93,5
0;-130,8;100;82,66;5041,6;2,29;;0;0;31,8;5274,52;321709,9;92,64;;;;;;;;;0;0;31,8;3164,97;193041,9;93,87
0;-132;100;86,3;5263,9;2,35;;0;0;30,6;5317,8;324349,5;93,28;;;;;;;;;0;0;30,6;3179,81;193946,9;94,37
0;-133,2;100;85,68;5225,8;2,35;;0;0;29,4;5340,58;325739,2;93,58;;;;;;;;;0;0;29,4;3198,05;195059,2;95,07
0;-134,4;100;83,12;5069,9;2,27;;0;0;28,2;5372,26;327671,4;93,82;;;;;;;;;0;0;28,1;3213,92;196027,1;95,49
0;-135,6;100;80,98;4939,5;2,21;;0;0;26,9;5401,93;329480,8;94,59;;;;;;;;;0;0;27;3232,74;197175,1;96
0;-136,8;100;80,79;4927,6;2,21;;0;0;25,7;5449,24;332366,7;95,46;;;;;;;;;0;0;25,8;3242,86;197792,3;96,18
0;-138;100;81,21;4953,1;2,21;;0;0;24,5;5472,53;333787;96,06;;;;;;;;;0;0;24,6;3268,16;199335,3;96,88
0;-139,3;100;80,72;4923,1;2,2;;0;0;23,3;5501,07;335527,6;96,46;;;;;;;;;0;0;23,3;3274,2;199703,9;97,15
0;-140,4;100;76,74;4680,5;2,1;;0;0;22,1;5532,46;337442,7;97,15;;;;;;;;;0;0;22,1;3298,1;201161,4;97,92
0;-141,6;100;74,5;4543,9;2,04;;0;0;20,9;5548,75;338436,3;97,33;;;;;;;;;0;0;20,9;3303,68;201501,9;98,12
0;-142,8;100;75,95;4632,1;2,07;;0;0;19,7;5577,03;340161,2;97,78;;;;;;;;;0;0;19,7;3317,93;202371,1;98,61
0;-144,1;100;72,64;4430,7;2;;0;0;18,5;5612,7;342336,4;98,18;;;;;;;;;0;0;18,5;3330,54;203140,4;99,07
0;-145,3;100;72,26;4407,2;1,98;;0;0;17,3;5636,5;343788,1;99,17;;;;;;;;;0;0;17,3;3346,85;204134,9;99,49
0;-146,5;100;72,4;4416,1;1,97;;0;0;16;5641,04;344064,9;99,37;;;;;;;;;0;0;16,1;3356,95;204751,4;99,54
0;-147,5;100;72,03;4393,5;1,97;;0;0;14,8;5684,2;346697,8;99,64;;;;;;;;;0;0;14,9;3363,84;205171,6;99,73
;;;;;;;0;0;13,6;5705,19;347977,7;99,81;;;;;;;;;0;0;13,7;3368,43;205451,1;99,96
;;;;;;;0;0;12,4;5701,56;347756,3;99,82;;;;;;;;;0;0;12,5;3370,06;205550,7;99,75
;;;;;;;0;0;11,2;5677,16;346268,4;99,9;;;;;;;;;0;0;11,3;3345,68;204063,6;99,26
;;;;;;;0;0;9,9;5635,56;343731,1;98,99;;;;;;;;;0;0;10;3318,35;202397,1;98,23
;;;;;;;0;0;8,8;5568,51;339641,2;97,78;;;;;;;;;0;0;8,8;3265,63;199181,3;96,89
;;;;;;;0;0;7,5;5460,32;333042,5;95,66;;;;;;;;;0;0;7,6;3193,42;194776,9;94,63
;;;;;;;0;0;6,3;5293,02;322838,4;92,96;;;;;;;;;0;0;6,4;3096,23;188849;91,94
;;;;;;;0;0;5,1;5050,44;308042,4;88,39;;;;;;;;;0;0;5,2;2940,18;179331,2;87,31
;;;;;;;0;0;3,9;4702,14;286798,7;81,78;;;;;;;;;0;0;4;2696,38;164460,7;79,72
;;;;;;;0;0;2,7;4171,98;254462,1;73,16;;;;;;;;;0;0;2,8;2346,56;143124,4;69,75
;;;;;;;0;0;1,4;3572,46;217895,5;63,11;;;;;;;;;0;0;1,5;2016,35;122983,8;60,17
;;;;;;;0;0;0,3;3248,51;198136,7;56,95;;;;;;;;;0;0;0,3;1824,72;111295,5;54,39
;;;;;;;0;0;-0,5;3111,52;189781,5;54,53;;;;;;;;;0;0;-0,5;1736,07;105888,7;51,54
