;;;Crossline X6 Ouverture;;;;;;;Crossline X23 Ouverture;;;;;;;Crossline X6 Fermeture;;;;;;;Rendement X6;;;;;;;Crossline X23 Fermeture;;;;;;;rendement X23;;
Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio
0;-8;100;80,13;151172,2;99,98;;0;-8;100;94,49;178263,8;99,3;;0;-8;100;80,06;151043,6;100,1;;0;0;242,1;34,74;65537;27,46;;0;8,1;100;96,13;181348,8;99,97;;0;0;242;52,07;98239,4;43,27
0;-9,3;100;80,14;151193,3;100;;0;-9,2;100;95,27;179723,7;99,48;;0;-9,2;100;80,19;151276,3;100,24;;0;0;240,8;34,73;65523,3;27,56;;0;9,3;100;96,86;182726,9;100;;0;0;240,7;52,15;98383,5;43,5
0;-10,4;100;79,99;150907,4;99,98;;0;-10,5;100;95,3;179789,9;99,49;;0;-10,4;100;80,14;151194,4;99,91;;0;0;239,6;35,13;66280,6;27,77;;0;10,5;100;97,62;184155,8;100;;0;0;239,5;52,8;99615,8;43,84
0;-11,6;100;79,86;150656,2;100,03;;0;-11,6;100;95,98;181059,2;99,71;;0;-11,6;100;79,93;150786,7;99,99;;0;0;238,4;35,26;66516,7;27,89;;0;11,7;100;97,83;184566,4;100,08;;0;0;238,4;53,93;101742,5;44,02
0;-12,8;100;79,98;150886,1;99,84;;0;-12,9;100;97,01;183011,2;99,11;;0;-12,8;100;80;150916,4;99,84;;0;0;237,3;35,71;67366,6;28,2;;0;12,9;100;96,47;181997,9;99,89;;0;0;237,1;54,08;102024,9;44,17
0;-14,1;100;79,62;150198,3;99,78;;0;-14;100;97,04;183063,6;98,79;;0;-14;100;80;150930,4;99,79;;0;0;236;35,78;67493,1;28,27;;0;14,1;100;94,47;178211,9;99,4;;0;0;235,9;54,84;103451,4;44,46
0;-15,3;100;79,78;150508,9;99,61;;0;-15,3;100;96,59;182222,6;98,83;;0;-15,2;100;79,81;150566,7;99,29;;0;0;234,8;35,97;67852,7;28,43;;0;15,3;100;93,99;177317,3;99,21;;0;0;234,7;55,16;104063,5;44,58
0;-16,5;100;79,66;150283,3;99,55;;0;-16,5;100;94,24;177780,1;98,73;;0;-16,4;100;79,68;150309,8;99,27;;0;0;233,6;36,31;68494,6;28,68;;0;16,6;100;93,6;176580,4;98,85;;0;0;233,5;55,44;104597,2;44,83
0;-17,7;100;79,37;149730,6;99,06;;0;-17,7;100;93,78;176912,5;98,31;;0;-17,6;100;79,6;150166,5;99,39;;0;0;232,4;36,57;68997,9;28,89;;0;17,8;100;93,82;177000,9;98,34;;0;0;232,3;55,27;104272,4;45,14
0;-18,8;100;79,24;149488;98,78;;0;-18,9;100;93,25;175910,6;97,79;;0;-18,9;100;79,15;149316,5;98,89;;0;0;231,2;36,97;69750,5;29,15;;0;19;100;94,34;177970,4;97,93;;0;0;231,1;54,86;103486,1;45,45
0;-20,1;100;79,01;149060,2;98,73;;0;-20,1;100;92,58;174658;97,36;;0;-20,1;100;78,99;149008,1;98,75;;0;0;230;37,12;70024,1;29,32;;0;20,2;100;93,75;176852,1;97,42;;0;0;229,9;54,27;102384;45,51
0;-21,3;100;78,59;148259,9;98,51;;0;-21,3;100;93,05;175533,9;97,09;;0;-21,3;100;78,95;148948,8;98,52;;0;0;228,8;37,35;70466,4;29,48;;0;21,4;100;93,29;175994,5;96,65;;0;0;228,7;54,7;103192,2;45,88
0;-22,5;100;78,48;148057,6;98,01;;0;-22,5;100;92,73;174929,8;96,24;;0;-22,5;100;78,46;148021,9;98,15;;0;0;227,6;37,75;71214,5;29,86;;0;22,6;100;92,26;174051,5;96,1;;0;0;227,5;56,08;105789,3;46,03
0;-23,7;100;77,9;146968,6;97,43;;0;-23,8;100;92,09;173727,8;95,08;;0;-23,7;100;78,14;147421;97,46;;0;0;226,4;37,94;71574,9;29,98;;0;23,8;100;90,6;170914,6;94,94;;0;0;226,3;56,54;106670,3;46,41
0;-24,9;100;77,45;146113,2;96,75;;0;-24,9;100;90,29;170336,1;93,37;;0;-24,9;100;77,46;146128,1;96,66;;0;0;225,2;38,17;72011,9;30,17;;0;25;100;88,39;166757,1;93,08;;0;0;225,1;57,02;107573,7;46,61
0;-26,1;100;76,72;144731,7;95,64;;0;-26,1;100;86,91;163952,7;91,39;;0;-26,1;100;76,72;144730,9;95,34;;0;0;224;38,42;72472;30,39;;0;26,2;100;85,82;161895,6;91,57;;0;0;223,8;57,99;109390,6;46,8
0;-27,3;100;75,16;141789,9;93,71;;0;-27,3;100;83,92;158317,4;89,08;;0;-27,3;100;75,22;141908,6;93,59;;0;0;222,8;38,68;72975,8;30,59;;0;27,4;100;83,71;157916,4;88,99;;0;0;222,7;58,7;110744,9;47,05
0;-28,5;100;72,29;136379,4;89,96;;0;-28,5;100;81,12;153037,6;85,33;;0;-28,5;100;72,4;136578,7;90,34;;0;0;221,6;38,91;73413,1;30,74;;0;28,6;100;81,7;154120,6;84,58;;0;0;221,4;58,9;111109,4;47,19
0;-29,7;100;66,97;126337,5;83,3;;0;-29,8;100;75,59;142602,9;79;;0;-29,7;100;67,13;126642,5;83,56;;0;0;220,3;39,18;73920,8;31,01;;0;29,8;100;75,36;142176,5;78,31;;0;0;220,2;58,2;109797;47,33
0;-30,9;100;58,97;111257,3;73,4;;0;-30,9;100;67,65;127620,8;70,37;;0;-30,9;100;58,65;110648;72,91;;0;0;219,1;39,49;74505,5;31,25;;0;31,1;100;67,03;126446,4;68,71;;0;0;219;57,88;109201;47,65
0;-32,1;100;49,01;92465,7;61,03;;0;-32,2;100;57,64;108740,6;59,58;;0;-32,1;100;48,59;91666,6;60,61;;0;0;217,9;39,92;75314,1;31,5;;0;32,3;100;56,39;106382,7;57,61;;0;0;217,8;57,73;108913,4;47,93
0;-33,3;100;38,23;72122,4;47,7;;0;-33,4;100;46,76;88222,8;47,99;;0;-33,3;100;37,91;71515,4;47,33;;0;0;216,7;40,21;75853,3;31,75;;0;33,5;100;44,57;84075,3;46,52;;0;0;216,6;58,29;109970,8;48,35
