Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;;;Points [mm]:;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio;;Inline; Crossline; Depth; Normalized field; Current field; Ratio
0;-11,2;100;388371,79;164687,2;100,59;;0;16,7;100;387394,98;164273;99,49;;0;-49,1;100;360683,71;152946,2;93,04;;0;49,1;100;357671,09;151668,7;92,25;;0;-49,1;100;361627,98;153346,6;92,97;;;;;;;;;0;39;100;378107,9;160334,8;97,32
0;-12,4;100;388517,8;164749,1;100,62;;0;18;100;385883,23;163631,9;99,74;;0;-50,1;100;355036,61;150551,6;91,31;;0;50;100;350648,59;148690,9;90,42;;0;-50;100;355317,21;150670,6;91,27;;;;;;;;;0;38,4;100;378679,28;160577,1;97,41
0;-13,6;100;388665,95;164811,9;100,73;;0;19,3;100;387431,96;164288,7;99,55;;0;-51,1;100;343250,12;145553,6;88,2;;0;51;100;337261,45;143014,1;86,81;;0;-51;100;344314,64;146005;88,35;;;;;;;;;0;37,9;100;379041,2;160730,6;97,58
0;-14,8;100;388674,96;164815,8;100,69;;0;20,4;100;389751,68;165272,3;99,79;;0;-52;100;324648,7;137665,7;83,5;;0;52,1;100;311847,11;132237,3;80,17;;0;-52,1;100;325529,15;138039,1;83,2;;;;;;;;;0;37,4;100;379515,92;160931,9;97,75
0;-16;100;388258,91;164639,3;100,61;;0;21,7;100;388356,3;164680,6;99,75;;0;-53,1;100;291069,17;123426,5;74,83;;0;53;100;279957,98;118714,8;72,04;;0;-53;100;293605,5;124502;75,61;;;;;;;;;0;37;100;380314,57;161270,6;97,86
0;-17,2;100;388408,2;164702,6;100,59;;0;22,8;100;386302,29;163809,6;99,51;;0;-54;100;257050,54;109001,1;66,1;;0;54,1;100;239368,23;101503;61,82;;0;-54;100;259150,11;109891,4;66,42;;;;;;;;;0;36,5;100;380702,82;161435,2;97,88
0;-18,5;100;388562,49;164768,1;100,65;;0;24;100;386158,17;163748,5;99,47;;0;-55;100;216935,81;91990,6;55,95;;0;55,1;100;199472,99;84585,6;51,48;;0;-55;100;215651,66;91446,1;55,52;;;;;;;;;0;35,9;100;380634,52;161406,2;97,98
0;-19,6;100;388447,27;164719,2;100,64;;0;25,2;100;386770,74;164008,3;99,19;;0;-56;100;177179,41;75132,1;45,58;;0;56;100;160970,09;68258,6;41,64;;0;-56;100;177124,31;75108,7;45,54;;;;;;;;;0;35,5;100;381303,64;161690;98,12
0;-20,8;100;388260,41;164640;100,48;;0;26,5;100;386750,88;163999,9;99,24;;0;-57,1;100;134903,9;57205,4;35,03;;0;57,1;100;122338,73;51877,2;31,59;;0;-57;100;136947,74;58072;35,37;;;;;;;;;0;35;100;381367,67;161717,1;98,21
0;-22;100;388389,82;164694,8;100,53;;0;27,7;100;384925,26;163225,7;98,97;;0;-58,1;100;101454,79;43021,4;26,32;;0;58;100;92560,55;39249,9;24,24;;0;-58;100;103674,82;43962,8;26,99;;;;;;;;;0;34,4;100;382006,88;161988,2;98,27
0;-23,2;100;387635,09;164374,8;100,3;;0;28,9;100;383244,65;162513,1;98,7;;0;-59;100;78822,51;33424,3;20,63;;0;59,1;100;73662,68;31236,3;19,22;;0;-59,1;100;79619,62;33762,3;20,71;;;;;;;;;0;33,9;100;382437,71;162170,9;98,38
0;-24,4;100;387487,11;164312,1;100,24;;0;30,1;100;383534,22;162635,9;98,74;;0;-60,1;100;66256,42;28095,7;17,21;;0;60,1;100;62909,35;26676,4;16,32;;0;-60;100;67169,66;28483;17,42;;;;;;;;;0;33,5;100;382239,22;162086,7;98,46
0;-25,6;100;386631,63;163949,3;100,2;;0;31,3;100;383136,16;162467,1;98,63;;0;-61,1;100;58694,66;24889,2;15,18;;0;61,1;100;56545,47;23977,8;14,64;;0;-61,1;100;59011,07;25023,4;15,24;;;;;;;;;0;33;100;383256,32;162518;98,55
0;-26,8;100;386443,13;163869,4;100,12;;0;32,5;100;383811,89;162753,6;98,27;;0;-62,1;100;53659,65;22754,1;13,86;;0;62;100;52420,49;22228,7;13,54;;0;-62;100;54081,77;22933,1;13,95;;;;;;;;;0;30,9;100;384319,45;162968,8;98,95
0;-28;100;386470,17;163880,8;99,96;;0;33,7;100;382107,43;162030,8;97,92;;0;-63,1;100;49758,22;21099,7;12,85;;0;63,1;100;48842,41;20711,4;12,61;;0;-63;100;50411,02;21376,6;12,98;;;;;;;;;0;29;100;385470,35;163456,9;99,29
0;-29,2;100;385230,64;163355,2;99,81;;0;34,9;100;379714,32;161016;97,61;;0;-64,1;100;46940,42;19904,9;12,1;;0;64,1;100;46001,87;19506,9;11,89;;0;-64,1;100;47339,47;20074,1;12,19;;;;;;;;;0;27;100;386411,44;163855,9;99,48
0;-30,4;100;385388,37;163422,1;99,66;;0;36,2;100;379574,03;160956,6;97,16;;0;-65;100;44519,32;18878,2;11,48;;0;65,1;100;44099,73;18700,3;11,37;;0;-65,1;100;44921,94;19048,9;11,54;;;;;;;;;0;25;100;387245,59;164209,6;99,71
0;-31,6;100;384380,83;162994,9;99,47;;0;37,4;100;377664,35;160146,8;97,16;;0;-66,1;100;42441,02;17996,9;10,94;;0;66,1;100;42065,96;17837,9;10,86;;0;-65,9;100;42883,23;18184,4;11,05;;;;;;;;;0;22,9;100;387973,32;164518,2;99,86
0;-32,8;100;382921,85;162376,2;99,19;;0;38,7;100;377093,09;159904,5;97;;0;-67,1;100;40559,34;17199;10,47;;0;67,1;100;40338,04;17105,2;10,41;;0;-67;100;41202,02;17471,5;10,6;;;;;;;;;0;20,9;100;388296,28;164655,2;99,89
0;-34;100;381936;161958,1;98,9;;0;39,9;100;377133,73;159921,8;96,72;;0;-68,1;100;39125,17;16590,8;10,09;;0;68,1;100;38912,83;16500,8;10,05;;0;-68;100;39603,07;16793,5;10,19;;;;;;;;;0;18,9;100;388753,78;164849,2;100,06
0;-35,3;100;381812,96;161906;98,79;;0;41,1;100;374658,25;158872;96,53;;0;-69,1;100;37593,4;15941,3;9,69;;0;69;100;37669,33;15973,5;9,71;;0;-69;100;38128;16168;9,81;;;;;;;;;0;16,9;100;388949,18;164932;100,12
0;-36,5;100;380850,67;161497,9;98,57;;0;42,4;100;374586,01;158841,4;96,41;;0;-70,1;100;36313,67;15398,6;9,36;;0;70,1;100;36189,68;15346,1;9,34;;0;-70;100;36805,55;15607,2;9,47;;;;;;;;;0;14,9;100;389195,6;165036,5;100,23
0;-37,7;100;379532,44;160938,9;98,39;;0;43,6;100;373585,78;158417,3;95,88;;0;-71,1;100;35000,64;14841,9;9,02;;0;71,1;100;34841,68;14774,4;9,01;;0;-71;100;35629,89;15108,7;9,16;;;;;;;;;0;12,9;100;389346,78;165100,6;100,22
0;-38,9;100;379111,78;160760,5;98,05;;0;44,8;100;369833,02;156825,9;95,26;;0;-72,1;100;33698,04;14289,5;8,69;;0;72,1;100;33938,93;14391,6;8,74;;0;-72,1;100;34242,02;14520,2;8,82;;;;;;;;;0;10,9;100;389429,68;165135,8;100,27
0;-40,1;100;377728,36;160173,9;97,68;;0;46;100;369428,61;156654,4;94,73;;0;-73;100;32853,12;13931,2;8,46;;0;73,1;100;32735,07;13881,1;8,44;;0;-73,1;100;33221,78;14087,5;8,54;;;;;;;;;0;8,9;100;389088,77;164991,2;100,24
0;-41,3;100;376214,87;159532,1;97,43;;0;47,3;100;363816,23;154274,5;93,71;;0;-74,1;100;31655,5;13423,4;8,16;;0;74,1;100;31482,98;13350,2;8,14;;0;-73,9;100;32191,37;13650,6;8,29;;;;;;;;;0;7;100;389162,22;165022,4;100,15
0;-42,5;100;375014,81;159023,2;97,06;;0;48,5;100;360763,13;152979,9;92,58;;0;-75;100;30717,97;13025,8;7,91;;0;75;100;30750,35;13039,5;7,94;;0;-75;100;31165,58;13215,6;8,01;;;;;;;;;0;4,9;100;388959,43;164936,4;100,19
0;-43,7;100;373223,92;158263,8;96,66;;0;49,7;100;351779,57;149170,4;90,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;100;388765,78;164854,3;100,14
0;-44,9;100;371933,67;157716,7;96,14;;0;51;100;339030,83;143764,4;86,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;100;388387,35;164693,8;99,99
0;-46,1;100;370204,86;156983,6;95,78;;0;52,2;100;309853,86;131392;79,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-1;100;388661,01;164809,8;100,02
0;-47,3;100;367077,42;155657,4;94,96;;0;53,4;100;270501,01;114704,7;69,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-3,1;100;388568,42;164770,6;100,09
0;-48,5;100;362791,35;153839,9;93,83;;0;54,6;100;223699,99;94858,9;57,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-5;100;388964,9;164938,7;100,09
0;-49,7;100;355980,18;150951,7;92,12;;0;55,8;100;173212,81;73450,1;44,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-7,1;100;389299,09;165080,4;100,18
0;-50,9;100;345536,02;146522,9;89,01;;0;57,1;100;126471,68;53629,7;32,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-9,1;100;389124,25;165006,3;100,28
0;-52,1;100;321691,11;136411,6;82,98;;0;58,3;100;92165,51;39082,3;23,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-11,1;100;389979,28;165368,8;100,33
0;-53,3;100;283907,65;120389,7;73,25;;0;59,6;100;70328,54;29822,5;18,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-13,1;100;389635,88;165223,2;100,27
0;-54,5;100;235800,77;99990,2;61;;0;60,8;100;59526,08;25241,7;15,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-15;100;389899,95;165335,2;100,29
0;-55,7;100;187557,2;79532,7;48,54;;0;61,9;100;52807,63;22392,8;13,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-17;100;389640,49;165225,2;100,26
0;-56,9;100;139596,24;59195,1;36,33;;0;63,2;100;49162,08;20846,9;12,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-19;100;389664,18;165235,2;100,22
0;-58,1;100;100819,66;42752,1;26,36;;0;64,5;100;45123,63;19134,5;11,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-21,1;100;388941,21;164928,7;100,11
0;-59,3;100;74932,15;31774,6;19,74;;0;65,7;100;43144,14;18295,1;11,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-23;100;388959,62;164936,5;100,15
0;-60,5;100;62331,72;26431,5;16,25;;0;66,9;100;41339,71;17529,9;10,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-25;100;388777,11;164859,1;100,08
0;-61,7;100;54679,36;23186,5;14,25;;0;68;100;39477,78;16740,4;10,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-27;100;388098,06;164571,1;99,95
0;-62,9;100;50025,47;21213,1;13;;0;69,3;100;37670,16;15973,9;9,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-29;100;387374,4;164264,3;99,68
0;-64,1;100;46611,89;19765,6;12,09;;0;70,5;100;36251,58;15372,3;9,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-31;100;386106,26;163726,5;99,33
0;-65,3;100;43855,07;18596,5;11,37;;0;71,8;100;34107,28;14463;8,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-33;100;384369,2;162989,9;98,92
0;-66,5;100;41621,17;17649,3;10,77;;0;73;100;32723,14;13876,1;8,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-33,6;100;383608,57;162667,4;98,8
0;-67,7;100;39280,28;16656,6;10,19;;0;73,9;100;31689,19;13437,6;8,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-34;100;383942,69;162809,1;98,74
0;-68,9;100;37635,34;15959,1;9,74;;0;75,3;100;30507,93;12936,7;7,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-34,6;100;383437,61;162594,9;98,63
0;-70,1;100;35988,83;15260,9;9,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-35;100;383198,71;162493,6;98,59
0;-71,3;100;34635,08;14686,8;8,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-35,5;100;383120;162460,2;98,58
0;-72,5;100;33173,52;14067,1;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-36;100;382820,21;162333,1;98,48
0;-73,7;100;31982,78;13562,1;8,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-36,6;100;381783,91;161893,6;98,3
0;-75;100;30926,23;13114,1;8,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-37;100;381454,17;161753,8;98,18
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-37,6;100;381066,36;161589,4;98,12
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-38;100;380813,34;161482,1;98,03
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-38,5;100;380222,7;161231,6;97,9
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-39,1;100;379572,52;160955,9;97,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-39,6;100;379564,08;160952,3;97,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-40,1;100;379055,56;160736,7;97,59
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-40,5;100;378732,1;160599,5;97,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-41,1;100;377926,42;160257,9;97,3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-41,5;100;377749,48;160182,9;97,22
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-42;100;377198,16;159949,1;97,12
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-42,5;100;376243,99;159544,5;96,92
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-43,1;100;375844,55;159375,1;96,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-43,6;100;375008,94;159020,7;96,6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-44,1;100;374656,58;158871,3;96,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-44,5;100;374205,06;158679,9;96,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-45,1;100;373219,85;158262,1;96,1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-45,6;100;372320,79;157880,8;95,84
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-46;100;371611,29;157580;95,59
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-46,5;100;369929,35;156866,8;95,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-47,1;100;369257,09;156581,7;95,03
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-47,5;100;367878,67;155997,2;94,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-48;100;365644,88;155050;94,18
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-48,6;100;364204,16;154439;93,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-49,1;100;361313,61;153213,3;93,04
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-49,5;100;359959,18;152639;92,5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-50,1;100;355831,44;150888,6;91,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-50,6;100;351044,2;148858,6;90,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-51;100;345448,13;146485,6;88,94
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-51,6;100;336544,07;142709,9;86,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-52;100;325291,26;137938,2;83,98
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-52,6;100;310057,43;131478,4;79,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-53,1;100;293875,44;124616,5;75,92
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-53,6;100;276945,2;117437,3;71,12
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-54;100;258232,44;109502,2;66,6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-54,6;100;237964,6;100907,7;61,15
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-55,1;100;214797,34;91083,8;55,3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-55,6;100;195642,17;82961,1;50,42
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-56;100;175522,13;74429,3;45,22
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-56,6;100;155137,91;65785,5;40
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-57,1;100;135485,57;57452;35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-57,6;100;117918,47;50002,8;30,25
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-58,1;100;101957,83;43234,7;26,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-58,6;100;89354,59;37890,4;23,18
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-59;100;80146,31;33985,7;20,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-59,6;100;71983,69;30524,3;18,53
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-60,1;100;66517,41;28206,4;17,16
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-60,6;100;61948,21;26268,8;16
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-61;100;58954,95;24999,6;15,18
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-61,5;100;55956,82;23728,2;14,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-62,1;100;53546,53;22706,1;13,8
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-62,5;100;51849,81;21986,7;13,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-63,1;100;49955,55;21183,4;12,85
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-63,5;100;48223,16;20448,8;12,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-64,1;100;46767,45;19831,5;12,04
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-64,5;100;45838,58;19437,6;11,8
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-65,1;100;44560,46;18895,6;11,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-65,6;100;43585,69;18482,3;11,21
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-66;100;42604,58;18066,3;10,98
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-66,6;100;41744,01;17701,3;10,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-67,1;100;40770,74;17288,6;10,5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-67,6;100;39985,19;16955,5;10,3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-68,1;100;39297,05;16663,7;10,11
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-68,5;100;38582,78;16360,8;9,96
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-69,1;100;38041,96;16131,5;9,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-69,6;100;37128,76;15744,3;9,57
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-70;100;36508,88;15481,4;9,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-70,6;100;36005,09;15267,8;9,24
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-71;100;35273,47;14957,5;9,1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-71,5;100;34802,64;14757,9;8,95
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-72,1;100;34167,34;14488,5;8,79
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-72,6;100;33547,4;14225,6;8,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-73,1;100;32788,97;13904;8,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-73,6;100;32489,51;13777;8,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-74,1;100;32065,64;13597,3;8,26
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-74,5;100;31652,04;13421,9;8,14
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;-75;100;31102,56;13188,9;8
