Measurement time:; 02/09/2022 18:30:36;;;;
Radiation device:; Clinac3 Accelerator;;;;
Energy:; 6 MeV ;;;;
Controller:; CCU;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;
Field detector:; CC 13 -  F;;;;
Reference detector:; CC 13 - R pas offset energie;;;;
SAD:; 1000 mm;;;;
SSD:; 1000 mm;;;;
Field size:; 100 x 100 mm;;;;
Gantry angle:;0;;;;
Measurement medium:; Water;;;;
Scan type:; Beam;;;;
Scan mode:; Continuous;;;;
Wedge:; none;;;;
;;;;;
Points [mm]:;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0;0;19,2;102,2;199861,4;96,64
0;0;18;103,2;201818;95,75
0;0;16,7;101,1;197701;95,43
0;0;15,5;100,47;196468,9;94,88
0;0;14,3;102,19;199832,5;94,22
0;0;13,1;98,39;192401;93,63
0;0;11,9;97,15;189988,8;93,14
0;0;10,7;100,68;196893,2;92,45
0;0;9,5;94,49;184774,8;91,96
0;0;8,3;97,56;190780,5;91,44
0;0;7,1;99,6;194764;90,83
0;0;5,9;95,35;186461,1;89,81
0;0;4,7;93,36;182564,5;89,12
0;0;3,5;93,19;182235,8;88,24
0;0;2,3;93,86;183551,4;86,82
0;0;1,1;88,68;173421,3;85,97
0;0;-0,5;92,94;181753,5;85,28
;;;;;
;;;;;
Measurement time:; 02/09/2022 18:36:26;;;;
Radiation device:; Clinac3 Accelerator;;;;
Energy:; 9 MeV ;;;;
Controller:; CCU;;;;
Measurement device:; Blue Phantom 2  (48*48*41);;;;
Field detector:; CC 13 -  F;;;;
Reference detector:; CC 13 - R pas offset energie;;;;
SAD:; 1000 mm;;;;
SSD:; 1000 mm;;;;
Field size:; 100 x 100 mm;;;;
Gantry angle:;0;;;;
Measurement medium:; Water;;;;
Scan type:; Beam;;;;
Scan mode:; Continuous;;;;
Wedge:; none;;;;
;;;;;
Points [mm]:;;;;;
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0;0;149,3;0,34;656,2;0,35
0;0;147,9;0,35;689,3;0,35
0;0;146,7;0,36;712,6;0,37
0;0;145,5;0,35;689,8;0,36
0;0;144,3;0,39;764,2;0,39
0;0;143,1;0,35;678,9;0,36
0;0;141,9;0,34;655,6;0,35
0;0;140,7;0,38;733,8;0,38
0;0;139,5;0,38;745,1;0,39
0;0;138,3;0,35;689,2;0,37
0;0;137,1;0,39;771,7;0,39
0;0;135,9;0,38;745,4;0,39
0;0;134,7;0,42;812,8;0,41
0;0;133,5;0,38;740;0,39
0;0;132,3;0,41;794,7;0,42
0;0;131,1;0,45;884;0,44
0;0;129,9;0,42;820,6;0,43
0;0;128,7;0,45;877,3;0,46
0;0;127,5;0,44;868,5;0,43
0;0;126,3;0,46;898,7;0,48
0;0;125,1;0,45;887;0,46
0;0;123,9;0,5;974,9;0,49
0;0;122,7;0,5;972,3;0,51
0;0;121,5;0,48;932,1;0,49
0;0;120,3;0,52;1014,4;0,51
0;0;119,1;0,45;877,5;0,46
0;0;117,9;0,48;930,1;0,49
0;0;116,7;0,51;993,4;0,5
0;0;115,5;0,48;948,3;0,5
0;0;114,3;0,49;951,3;0,5
0;0;113,1;0,54;1057,2;0,53
0;0;111,9;0,49;957,8;0,52
0;0;110,7;0,54;1050,1;0,53
0;0;109,5;0,47;918;0,48
0;0;108,3;0,5;970,3;0,5
0;0;107,1;0,54;1050,7;0,54
0;0;105,9;0,49;965,9;0,51
0;0;104,7;0,52;1010,5;0,53
0;0;103,5;0,54;1057,8;0,54
0;0;102,3;0,53;1043,7;0,55
0;0;101,1;0,54;1063,3;0,56
0;0;99,9;0,57;1118,2;0,59
0;0;98,7;0,56;1086,6;0,58
0;0;97,5;0,57;1118,1;0,59
0;0;96,3;0,6;1176,8;0,6
0;0;95,1;0,54;1053,2;0,56
0;0;93,9;0,59;1159,4;0,62
0;0;92,7;0,59;1144,7;0,6
0;0;91,5;0,59;1160;0,62
0;0;90,3;0,57;1114,9;0,59
0;0;89,1;0,59;1162,3;0,61
0;0;87,9;0,62;1215,5;0,65
0;0;86,7;0,59;1148;0,61
0;0;85,4;0,67;1317,1;0,67
0;0;84,2;0,61;1198,8;0,64
0;0;83;0,64;1257,7;0,66
0;0;81,8;0,71;1384,6;0,7
0;0;80,6;0,64;1248,3;0,66
0;0;79,4;0,64;1259,4;0,66
0;0;78,2;0,7;1369,8;0,7
0;0;77;0,69;1342,3;0,72
0;0;75,8;0,73;1418,8;0,75
0;0;74,6;0,75;1458;0,75
0;0;73,4;0,66;1291,5;0,68
0;0;72,2;0,73;1430,2;0,75
0;0;71;0,76;1493,4;0,77
0;0;69,7;0,69;1348,9;0,73
0;0;68,5;0,73;1425,4;0,74
0;0;67,3;0,78;1522,5;0,79
0;0;66,1;0,77;1497,9;0,79
0;0;64,9;0,77;1500,4;0,8
0;0;63,7;0,79;1537,9;0,8
0;0;62,5;0,78;1521,4;0,82
0;0;61,3;0,81;1586;0,82
0;0;60,1;0,81;1587,2;0,82
0;0;58,9;0,79;1549;0,83
0;0;57,7;0,85;1663,6;0,87
0;0;56,5;0,89;1740;0,91
0;0;55,3;0,84;1648,4;0,89
0;0;54,1;0,86;1682,5;0,87
0;0;52,9;0,89;1735,5;0,91
0;0;51,7;0,95;1865,7;0,99
0;0;50,5;1,12;2185,4;1,14
0;0;49,3;1,33;2605;1,37
0;0;48,1;1,86;3641,5;1,93
0;0;46,9;2,88;5627,4;2,94
0;0;45,7;4,38;8572,7;4,5
0;0;44,5;6,72;13137,9;7
0;0;43,3;9,77;19111,7;10,2
0;0;42,1;14,1;27568,8;14,76
0;0;40,8;19,36;37863,3;20,25
0;0;39,6;24,96;48814,8;25,93
0;0;38,4;32,79;64115,7;33,25
0;0;37,2;39,62;77472,9;40,29
0;0;36;45,87;89693,1;47,73
0;0;34,8;56,06;109625,4;55,61
0;0;33,6;60,57;118439,2;62,36
0;0;32,4;69,97;136822,3;69,45
0;0;31,2;77,62;151785;75,84
0;0;30;79,38;155226,1;81,21
0;0;28,8;84,57;165386,2;86,31
0;0;27,6;92,95;181768,9;90,53
0;0;26,4;92,41;180711,2;93,69
0;0;25,2;95,71;187173,7;96,26
0;0;24;102,04;199547,7;98,35
0;0;22,7;99,64;194857;99,29
0;0;21,5;100,18;195913,8;99,91
0;0;20,3;105,18;205693,8;100
0;0;19,1;100,74;197011;99,18
0;0;17,9;99,69;194949,6;98,84
0;0;16,7;99,25;194081,7;97,79
0;0;15,5;98,7;193003,5;96,28
0;0;14,3;97,17;190028,7;95,05
0;0;13,1;100,32;196172,9;93,9
0;0;11,9;94,75;185279,2;92,32
0;0;10,7;93,11;182085,2;90,64
0;0;9,5;96,54;188783,1;89,58
0;0;8,3;91,6;179119,9;88,29
0;0;7,1;89,85;175709,5;87
0;0;5,9;92,81;181499,8;85,68
0;0;4,7;87,9;171900,4;84,42
0;0;3,5;89,81;175632,8;83,01
0;0;2,3;85,15;166522;81,75
0;0;1,1;84,29;164838,2;80,35
0;0;-0,5;84,19;164635;79,27
